RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
80,3364,6011.82,1997.72,-67.678,748.500143958219,748.5
80,3364,6012.85,1996.01,-68.1624,748.600143959513,748.6
80,3364,6013.89,1994.31,-68.7483,748.70014396107,748.7
80,3364,6014.92,1992.6,-69.2129,748.800143962894,748.8
80,3364,6015.95,1990.9,-69.5052,748.900143964964,748.9
80,3364,6016.99,1989.19,-69.6787,749.000143967287,749.0
80,3364,6018.02,1987.49,-69.8283,749.100143969833,749.1
80,3364,6019.06,1985.78,-69.9124,749.200143972604,749.2
80,3364,6020.09,1984.07,-70.0085,749.300143975597,749.3
80,3364,6021.13,1982.36,-70.0935,749.400143978793,749.4
80,3364,6022.16,1980.66,-70.2051,749.50014398217,749.5
80,3364,6023.2,1978.95,-70.3309,749.600143985724,749.6
80,3364,6024.23,1977.25,-70.4665,749.700143989449,749.7
80,3364,6040.03,1950.31,-73.1287,749.800144063294,749.8
80,3364,6040.8,1949.0,-73.2629,749.900144067404,749.9
80,3364,6041.57,1947.7,-73.3899,750.000144071545,750.0
80,3364,6042.35,1946.38,-73.5213,750.100144075737,750.1
80,3364,6043.12,1945.07,-73.6512,750.200144079944,750.2
80,3364,6043.89,1943.76,-73.7803,750.300144084185,750.3
80,3364,6044.67,1942.45,-73.9086,750.400144088459,750.4
80,3364,6045.44,1941.14,-74.0356,750.500144092753,750.5
80,3364,6046.21,1939.83,-74.1618,750.600144097078,750.6
80,3364,6046.99,1938.52,-74.2865,750.700144101415,750.7
80,3364,6047.76,1937.21,-74.4103,750.800144105781,750.8
80,3364,6048.53,1935.9,-74.5332,750.900144110178,750.9
80,3364,6049.3,1934.59,-74.6544,751.000144114573,751.0
80,3364,6050.08,1933.28,-74.7748,751.100144118998,751.1
80,3364,6050.85,1931.97,-74.894,751.20014412344,751.2
80,3364,6051.62,1930.66,-75.0124,751.300144127911,751.3
80,3364,6052.39,1929.36,-75.1292,751.400144132381,751.4
80,3364,6053.16,1928.05,-75.2451,751.500144136875,751.5
80,3364,6053.94,1926.74,-75.3602,751.600144141401,751.6
80,3364,6054.71,1925.43,-75.4737,751.70014414592,751.7
80,3364,6055.48,1924.12,-75.5863,751.800144150459,751.8
80,3364,6056.25,1922.81,-75.6978,751.900144155012,751.9
80,3364,6057.02,1921.51,-75.8081,752.000144159578,752.0
80,3364,6057.79,1920.2,-75.9177,752.100144164169,752.1
80,3364,6058.57,1918.89,-76.026,752.20014416876,752.2
80,3364,6059.34,1917.58,-76.1334,752.300144173372,752.3
80,3364,6060.11,1916.27,-76.2396,752.40014417799,752.4
80,3364,6060.88,1914.96,-76.3452,752.500144182632,752.5
80,3364,6061.66,1913.65,-76.4495,752.600144187272,752.6
80,3364,6062.43,1912.34,-76.5547,752.700144191924,752.7
80,3364,6063.2,1911.03,-76.6591,752.800144196595,752.8
80,3364,6063.97,1909.72,-76.762,752.900144201261,752.9
80,3364,6058.83,1897.34,-77.4641,753.000144225097,753.0
80,3364,6056.84,1896.95,-77.5454,753.100144223103,753.1
80,3364,6054.84,1896.56,-77.7603,753.20014422121,753.2
