RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
105,3448,5777.65,2758.18,-104.028,961.854318528154,961.8
105,3448,5775.72,2758.11,-104.491,961.954318532664,961.9
105,3448,5773.79,2758.17,-104.962,962.054318536876,962.0
105,3448,5771.86,2758.25,-105.432,962.154279541051,962.1
105,3448,5769.93,2758.33,-105.904,962.254318545251,962.2
105,3448,5768.0,2758.41,-106.382,962.354292549468,962.3
105,3448,5766.06,2758.49,-106.861,962.454318553729,962.4
105,3448,5764.13,2758.57,-107.334,962.554305557989,962.5
105,3448,5762.19,2758.65,-107.806,962.65429256228,962.6
105,3448,5760.26,2758.73,-108.275,962.754318566593,962.7
105,3448,5758.32,2758.81,-108.745,962.854305570936,962.8
105,3448,5756.39,2758.89,-109.216,962.954292575274,962.9
105,3448,5754.46,2758.97,-109.685,963.054279579634,963.0
85,5062,6909.92,2346.25,-85.8034,972.70014860154,972.7
