RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
105,3580,5440.97,3071.71,-120.667,875.100140973325,875.1
105,3580,5439.52,3073.36,-120.001,875.200140978804,875.2
105,3580,5438.07,3075.0,-117.092,875.300140984282,875.3
105,3580,5436.63,3076.64,-114.243,875.400140989775,875.4
105,3580,5435.18,3078.28,-111.473,875.500140995279,875.5
105,3580,5433.74,3079.92,-126.926,875.60014100079,875.6
105,3580,5432.29,3081.56,-120.883,875.700141006315,875.7
85,3784,6909.92,2346.25,-85.8034,875.700150971359,875.7
105,3580,5430.85,3083.2,-123.079,875.800141011853,875.8
105,3580,5429.41,3084.84,-123.497,875.900141017399,875.9
105,3580,5427.96,3086.48,-123.91,876.000141022958,876.0
105,3580,5426.51,3088.12,-124.321,876.100141028542,876.1
105,3580,5425.07,3089.77,-124.727,876.200141034127,876.2
105,3580,5423.62,3091.4,-125.127,876.300141039714,876.3
105,3580,5422.18,3093.04,-125.523,876.400141045313,876.4
105,3580,5420.74,3094.68,-125.914,876.500141050933,876.5
105,3580,5419.29,3096.32,-126.301,876.600141056556,876.6
105,3580,5417.85,3097.96,-126.683,876.700141062186,876.7
105,3580,5416.4,3099.6,-127.062,876.800141067845,876.8
105,3580,5414.96,3101.24,-127.435,876.900141073493,876.9
105,3580,5413.52,3102.88,-127.805,877.000141079164,877.0
105,3580,5412.07,3104.52,-128.172,877.100141084835,877.1
105,3580,5410.63,3106.16,-128.537,877.200141090532,877.2
105,3580,5409.18,3107.8,-128.899,877.300141096241,877.3
105,3580,5407.74,3109.44,-129.256,877.400141101953,877.4
105,3580,5406.29,3111.08,-129.609,877.500141107665,877.5
105,3580,5404.85,3112.72,-129.96,877.600141113407,877.6
