RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
105,5770,5959.67,2807.06,-129.692,1040.6545074208,1040.6
105,5770,5958.75,2806.71,-129.352,1040.754645594908,1040.7
105,5770,5957.8,2806.35,-111.01,1040.8001455967,1040.8
105,5770,5956.84,2805.98,-110.693,1040.954475660469,1040.9
105,5770,5955.87,2805.61,-110.374,1041.054475662787,1041.0
105,5770,5954.88,2805.23,-110.055,1041.1001446647,1041.1
105,5770,5953.88,2804.85,-109.735,1041.200144667088,1041.2
105,5770,5952.86,2804.47,-109.414,1041.354481433897,1041.3
105,5770,5951.82,2804.07,-109.09,1041.400150435946,1041.4
105,5770,5950.77,2803.67,-108.768,1041.500144674518,1041.5
105,5770,5949.7,2803.26,-108.444,1041.600144677082,1041.6
105,5770,5948.62,2802.85,-108.122,1041.754507442347,1041.7
105,5770,5947.52,2802.44,-107.798,1041.800150444573,1041.8
105,5770,5946.41,2802.01,-107.402,1041.900144685079,1041.9
105,862,5960.36,2807.32,-129.946,1041.954293608426,1041.9
105,5770,5945.29,2801.59,-107.0,1042.000144687809,1042.0
105,862,5959.35,2806.94,-129.573,1042.054280610308,1042.0
105,862,5958.33,2806.55,-129.201,1042.154254612232,1042.1
105,862,5957.3,2806.15,-110.843,1042.254254614201,1042.2
105,5770,5943.01,2800.65,-125.301,1042.254507454087,1042.2
105,862,5956.25,2805.76,-110.499,1042.354293616206,1042.3
105,862,5955.19,2805.35,-110.154,1042.454254618256,1042.4
105,862,5954.11,2804.94,-109.807,1042.554267620359,1042.5
105,5770,5939.52,2799.14,-126.346,1042.554468462007,1042.5
105,862,5953.01,2804.52,-109.462,1042.6542936225,1042.6
105,862,5951.9,2804.1,-109.115,1042.754293624692,1042.7
105,862,5950.78,2803.67,-108.77,1042.854254626923,1042.8
105,862,5949.65,2803.24,-108.427,1042.954280629191,1042.9
105,5770,5934.67,2797.04,-127.818,1042.954501716232,1042.9
105,862,5948.5,2802.81,-108.085,1043.0542676315,1043.0
105,862,5947.33,2802.36,-107.736,1043.154293633864,1043.1
105,5770,5932.15,2795.96,-128.555,1043.154501723051,1043.1
105,862,5946.16,2801.91,-107.309,1043.254254636273,1043.2
105,2050,5959.58,2807.02,-129.659,1043.300144661882,1043.3
105,862,5944.97,2801.46,-106.885,1043.354280638719,1043.3
105,5770,5929.59,2794.81,-109.115,1043.354514730233,1043.3
105,5770,5928.28,2794.22,-109.892,1043.400144733446,1043.4
105,862,5943.77,2800.98,-125.072,1043.454267641292,1043.4
105,2050,5957.4,2806.19,-110.878,1043.500144666009,1043.5
105,862,5942.57,2800.46,-125.433,1043.554254643989,1043.5
105,5770,5926.96,2793.62,-110.666,1043.554507491904,1043.5
105,862,5941.36,2799.93,-125.794,1043.654293646739,1043.6
105,862,5940.13,2799.4,-126.158,1043.754280649529,1043.7
105,862,5938.89,2798.87,-126.541,1043.854267652365,1043.8
105,2050,5952.87,2804.47,-109.418,1043.900144674782,1043.9
105,862,5937.64,2798.33,-126.924,1043.954280655246,1043.9
105,5770,5921.56,2791.19,-113.727,1043.954501753029,1043.9
105,862,5936.37,2797.78,-127.308,1044.054293658183,1044.0
105,862,5935.09,2797.23,-127.692,1044.154267661172,1044.1
105,2050,5949.32,2803.12,-108.329,1044.200144681853,1044.2
105,862,5933.8,2796.67,-128.075,1044.254254664209,1044.2
105,5770,5917.41,2789.19,-116.049,1044.254507516385,1044.2
105,862,5932.48,2796.1,-128.459,1044.354293667307,1044.3
105,862,5931.16,2795.52,-128.345,1044.454280670488,1044.4
105,862,5929.82,2794.91,-127.141,1044.554254673756,1044.5
105,2050,5944.39,2801.24,-124.884,1044.600144691932,1044.6
105,862,5928.47,2794.3,-109.782,1044.654267677086,1044.6
105,5770,5911.71,2786.31,-116.059,1044.654507532118,1044.6
105,862,5927.1,2793.68,-110.587,1044.754293680474,1044.7
