rid,x,y,KMeans_Labels
-332854987,4078.08,1697.785,6
-332854988,4082.07,1669.1799999999998,6
-332864965#0,4155.01,1762.18,6
-332864965#1,4211.360000000001,1767.435,6
-34078512#10,6290.23,4249.77,18
-34078512#3,6150.203333333334,3870.125,18
-34078512#5,6178.163333333333,3946.146666666667,18
-34078512#6,6190.743333333333,3985.62,18
-34078512#7,6232.7475,4110.28,18
-34078512#8,6265.975,4200.860000000001,18
-34078512#9,6278.81,4228.81,18
-34078514#1,6462.887142857143,4542.175714285714,24
-34078514#2,6514.7225,4720.5225,24
-365706952#1,6629.275000000001,3733.9616666666666,19
-368074414#1,5276.276666666667,1300.37,2
-368074414#2,5267.245,1370.06,2
-368074415#1,5394.963333333333,1335.9066666666668,2
-368074415#2,5387.51,1382.995,2
-368074416#1,5327.13,1316.9366666666667,2
-368074417#0,5230.495000000001,1397.935,2
-368074417#1,5325.65,1407.095,2
-368074417#3,5437.533333333333,1418.1033333333332,2
-368074418#0,5236.98,1338.415,2
-368074418#1,5298.129999999999,1345.495,2
-368074418#2,5358.38,1352.54,2
-368074418#4,5429.846666666667,1357.8433333333337,2
-368083792#1,3790.6,2027.61,6
-368083792#2,3775.935,2123.05,6
-368083792#3,3863.14,2158.835,6
-368083794#1,5325.6466666666665,1265.1733333333334,2
-368083795#1,5280.1900000000005,1239.5075,2
-368083795#2,5352.68,1226.62,2
-368083795#4,5392.546666666666,1229.3,2
-368083796#1,5370.806666666666,1279.5666666666666,2
-368084601#0,3172.344,4555.578,20
-368084601#1,2944.8841666666667,4621.170833333334,20
-368084605,3208.3450000000003,4608.530000000001,20
-376509519,5439.615,1835.52,7
-376769524#1,5620.446923076923,1453.9376923076925,3
-376769524#10,6179.155,1538.025,8
-376769524#11,6266.360000000001,1547.275,8
-376769524#12,6352.765,1556.4450000000002,8
-376769524#13,6405.512,1552.154,8
-376769524#15,6426.95,1472.8100000000002,3
-376769524#2,5688.0475,1482.825,3
-376769524#3,5771.0650000000005,1494.945,3
-376769524#4,5830.805,1501.285,8
-376769524#5,5865.405000000001,1504.95,8
-376769524#6,5911.9,1510.02,8
-376769524#7,5970.89,1516.535,8
-376769524#8,6056.125,1525.335,8
-376769524#9,6132.575,1533.075,8
-381710252,3091.744,1657.6740000000002,5
-391222425#0,7318.163333333333,5402.776666666667,24
-391222425#2,7257.725,5412.344999999999,24
-397642511#0,3229.6825,4943.04,20
-397642511#2,3201.72,4881.4775,20
-397642511#3,3162.024,4793.773999999999,20
-397642511#5,3142.175,4717.5775,20
-397642511#6,3136.494,4624.658,20
-397642511#7,3124.8125,4516.205,15
-397642511#8,3096.9075,4379.02625,15
-400830758#1,3697.1188888888887,971.27,1
-407976665,3468.85,5286.833333333333,20
-407976667,3432.98,5280.075,20
-407976668,3470.5600000000004,5266.78,20
-407980531#1,3583.5066666666667,5398.143333333333,21
-429714228#0,3404.3660000000004,1480.64,0
-429714228#3,3358.8033333333333,1478.9166666666667,0
-429870959#1,3884.0325,3028.0275,11
-429870959#3,4016.535,3043.92,11
-429870959#5,4161.5,3059.81,11
-447340331#1,3550.75,3135.33,11
-447340341#0,3913.566666666667,1679.7300000000002,6
-447340341#1,3896.651666666666,1687.9133333333332,6
-44838407#1,3526.245,755.6275,0
-44838840#1,3593.9171428571426,1132.9514285714286,1
-44838840#3,3534.3700000000003,1152.62,1
-44838840#4,3495.185,1147.01,0
-44838840#6,3427.167647058824,1114.3529411764705,0
-44838842#0,3177.89,1238.6799999999998,0
-44838842#1,3290.79,1248.115,0
-44838843#1,4454.473333333333,2864.51,11
-44838843#2,4382.955,2805.96,11
-44838843#3,4332.895,2766.705,11
-44838843#4,4272.775,2719.55,11
-44838844#0,4261.56,2682.92,11
-44838844#1,4298.68,2712.15,11
-44838844#2,4346.040000000001,2749.39,11
-44838844#3,4396.975,2788.785,11
-44838844#5,4471.113333333334,2844.5866666666666,11
-44838845#0,4316.77,2689.465,11
-44838845#1,4363.715,2726.5150000000003,11
-44838845#2,4413.9400000000005,2766.145,11
-44838845#4,4488.156666666667,2822.643333333333,11
-44838846#0,4381.455,2703.66,11
-44838846#1,4431.345,2743.29,11
-44838846#3,4505.733333333333,2800.123333333333,12
-44838847#0,4446.755,2723.7200000000003,11
-44838847#1,4486.48,2754.99,11
-44838847#2,4509.385,2773.27,12
-44838847#4,4536.650000000001,2793.123333333333,12
-44838848#1,4563.860000000001,2758.95,12
-44838848#2,4532.639999999999,2740.625,12
-44838848#3,4503.469999999999,2732.655,12
-44838849#1,4398.613333333334,2842.17,11
-44838849#2,4418.84,2819.88,11
-44838849#3,4435.605,2798.785,11
-44838849#4,4452.43,2775.99,11
-44838849#5,4468.9,2754.9300000000003,12
-44838849#6,4483.1,2737.66,12
-44838849#8,4499.036666666667,2713.3,11
-44838850#1,4344.333333333333,2799.4966666666664,11
-44838850#2,4363.615,2776.935,11
-44838850#3,4379.92,2755.62,11
-44838850#4,4397.355,2732.835,11
-44838850#5,4413.665,2711.52,11
-44838850#7,4427.763333333333,2690.463333333333,11
-44838851#1,4298.563333333333,2763.5066666666667,11
-44838851#2,4317.879999999999,2741.08,11
-44838851#3,4334.35,2719.745,11
-44838851#4,4352.375,2696.8450000000003,11
-44838851#6,4367.316666666667,2674.27,11
-44838852#0,4285.695,2681.315,11
-44838852#2,4302.143333333333,2657.523333333333,11
-44838853#1,4224.003333333333,2705.276666666666,11
-44838853#2,4243.365,2682.67,11
-44838853#4,4264.736666666667,2652.213333333333,11
-44838854,4509.885,2752.505,12
-44838855,4535.57,2765.295,12
-44883353#1,3185.3225,1847.04,5
-44883354#0,3130.76,1712.4,5
-44883354#3,3208.842222222222,1577.2933333333333,5
-44883355#2,3240.63,1660.1625,5
-44883356#2,3449.8425,1885.875,5
-44883357#12,3423.86875,1553.45125,5
-44883357#2,3524.5416666666665,1816.5725,5
-44883357#3,3567.235,1687.66,6
-44883357#6,3560.5829411764707,1520.884705882353,6
-44883357#9,3445.9871428571428,1475.064285714286,0
-44883380#2,3122.201,1293.828,0
-44884346#0,3823.775,2195.013,6
-44884346#1,4065.03,2251.7200000000003,6
-44884347#1,3956.9366666666665,2058.47,6
-44884347#4,3966.0466666666666,1975.736666666667,6
-44884347#5,3973.87,1917.605,6
-44884347#7,3978.3,1861.0833333333333,6
-44884348,4278.035,1555.915,6
-44884349#1,4952.856666666667,1662.9433333333334,7
-44884349#4,4958.86,1608.78,7
-44884349#6,4964.286666666667,1556.32,7
-44884350#1,4666.803333333333,1626.2699999999998,7
-44884350#2,4656.905,1708.015,7
-44884353#2,4406.67,2315.7375,6
-44884381#0,4625.055,2602.135,12
-44884381#2,4616.669999999999,2683.8966666666665,12
-44884446#1,4579.849999999999,2909.846666666667,12
-44884446#4,4668.749,2821.574,12
-44884663#1,3968.1577777777775,1070.8555555555556,1
-44884663#2,4085.235,1141.5500000000002,1
-44884663#4,4248.253333333333,1201.99,1
-44884664#2,4143.5125,1112.5075,1
-44884665#1,4386.256666666667,1254.9533333333334,1
-44884665#2,4586.085,1332.225,2
-44884665#3,4749.530000000001,1381.15,2
-44884665#4,4899.875,1403.71,2
-44884665#5,5026.591428571429,1299.68,2
-44884665#6,4920.165,1197.08,2
-44884666#0,4829.235000000001,1357.465,2
-44884666#1,4836.105,1282.665,2
-44884666#3,4841.1866666666665,1221.6733333333334,2
-44884666#4,4847.325000000001,1164.295,2
-44884667#0,4980.54,1374.06,2
-44884667#1,4987.46,1299.6550000000002,2
-44884667#2,4993.860000000001,1234.4250000000002,2
-44884667#3,4997.58,1182.025,2
-44884668#1,4677.53,1339.0766666666666,2
-44884668#2,4687.375,1266.66,2
-44884668#5,4695.139999999999,1174.6075,2
-44884669#0,4507.1900000000005,1254.19,2
-44884669#3,4516.335,1156.2975,2
-44884670#1,4574.703333333334,1216.1766666666665,2
-44884670#4,4764.5575,1236.3175,2
-44884670#5,4913.74,1254.52,2
-44884671#0,4756.07,1314.25,2
-44884671#1,4906.305,1330.735,2
-44884911#0,6556.085,827.0350000000001,4
-44884911#2,6607.743333333333,1198.1366666666663,4
-44884987#1,5889.783333333333,1423.15,3
-44884988#2,6162.8975,1471.66,3
-44884989#2,5459.013333333333,2822.8266666666664,12
-44886562#0,6327.450000000001,3712.125,18
-44886562#1,6310.82,3664.685,18
-44886562#11,5949.783333333333,3829.5416666666665,18
-44886562#2,6291.41,3614.525,18
-44886562#3,6273.665,3568.87,18
-44886562#4,6256.245,3523.035,13
-44886562#5,6198.4,3514.03,18
-44886562#7,6071.48,3563.465,18
-44886562#8,5971.721111111111,3686.076111111111,18
-44886563,6154.01875,3435.73625,18
-44886564#0,5726.374285714286,3934.14,18
-44886564#3,5465.965,3924.3,17
-44886564#4,5369.735,3918.42,17
-44886564#5,5253.525,3913.025,17
-449224176,3163.41,4283.31,15
-449226388#0,3245.3,4228.405000000001,15
-449226388#2,3279.2566666666667,4218.043333333334,15
-449262984,3272.255,4258.9400000000005,15
-449262991#1,3344.6966666666667,4170.003333333333,15
-449399206#10,3233.92,3999.33,15
-449399206#11,3280.19,3999.115,15
-449399206#12,3320.685,3997.14,15
-449399206#8,2975.192307692308,4094.582692307692,15
-449410602#1,3218.763333333334,3832.306666666667,15
-449490580#0,3227.25,3912.525,15
-449490580#2,3222.48,3966.385,15
-449490580#4,3220.4600000000005,3989.506666666666,15
-449490580#6,3223.646666666667,4011.6666666666665,15
-449490580#7,3231.52,4038.39,15
-449687864#1,3254.405,4014.81,15
-463791516,5472.473333333332,5677.973333333332,27
-46655387#1,6956.413333333334,3711.84,19
-46655387#11,6193.9225,3930.5325,18
-46655387#3,6724.123333333333,3750.683333333333,19
-46655387#5,6613.03,3772.156666666667,19
-46655387#6,6532.465,3800.415,19
-46655387#7,6407.31,3848.03,18
-46655387#8,6282.424999999999,3896.8,18
-46655387#9,6221.71,3920.315,18
-46655425,7036.3150000000005,3698.9525,19
-46655426#0,6867.16,4715.014999999999,24
-46655426#1,6869.215,4677.225,24
-46655426#11,6892.453333333334,4369.669999999999,19
-46655426#2,6872.645,4623.805,24
-46655426#3,6875.115,4590.62,24
-46655426#4,6877.045,4567.055,24
-46655426#5,6877.9400000000005,4537.389999999999,24
-46655426#7,6883.08,4476.685,19
-46655426#8,6888.32,4435.16,19
-46655426#9,6891.025,4404.285,19
-467583420,6977.905,5198.615,24
-467595978#0,6279.91,4660.42,23
-467595978#2,6236.603333333333,4674.2266666666665,23
-467596276#0,6343.025,4666.375,23
-467596276#1,6356.245000000001,4705.4400000000005,23
-467596276#2,6365.67,4732.615,23
-467596276#3,6373.413333333333,4754.743333333333,23
-467596276#5,6380.87,4795.943333333334,23
-467596277,6326.025,4697.475,23
-46875475#0,6415.08,1016.43,3
-47120880#0,4466.57,5625.475,26
-47120880#1,4461.245,5668.49,26
-486276925,5606.16,1397.935,3
-490618996,4656.864,1459.802,2
-491027864#2,4036.659,1082.322,1
-491027867#0,4547.76,1041.1750000000002,2
-491027867#1,4552.32,998.55,2
-491027868#0,4469.97,1032.41,1
-491027868#1,4474.610000000001,989.965,1
-491027869#0,4284.26,1016.545,1
-491027869#1,4289.0,976.13,1
-491027870,4329.295,1006.455,1
-491027871#0,4374.33,1025.63,1
-491027871#1,4376.35,1007.385,1
-491027871#2,4379.4,980.0,1
-491027872#0,4980.9800000000005,1061.4433333333334,2
-491027872#1,4799.8966666666665,1044.5733333333335,2
-491027872#2,4589.280000000001,1022.925,2
-491027872#3,4509.81,1014.61,2
-491027872#4,4423.32,1005.255,1
-491027873#0,4965.725,1015.25,2
-491027873#1,4803.56,1001.3766666666668,2
-491027873#2,4593.889999999999,978.53,2
-491027873#3,4514.26,970.425,2
-491027873#4,4427.84,961.195,1
-491027873#5,4335.505,951.18,1
-491027873#6,4228.215,940.14,1
-491027873#7,4099.895,926.585,1
-491027873#8,3947.786,944.042,1
-491027874#0,4160.205,1000.11,1
-491027874#1,4164.665,957.95,1
-491027875,4094.97,974.77,1
-491027876#1,4022.1225,1021.9325,1
-491027876#2,4028.95,991.79,1
-491027876#3,4030.735,972.03,1
-491027876#4,4033.3,943.795,1
-491027877#0,4304.07,1029.38,1
-491027877#1,4219.115,1022.9,1
-491027877#2,4091.49,1011.315,1
-491027878#0,5010.782,1119.836,2
-491027878#1,4795.29,1088.34,2
-491027878#2,4584.844999999999,1063.995,2
-491027878#3,4505.094999999999,1055.46,2
-491027878#4,4418.78,1044.3449999999998,1
-491027878#5,4358.43,1035.1999999999998,1
-491027879#1,4929.246666666667,1125.5733333333335,2
-491027879#2,4934.245,1080.04,2
-491027879#3,4937.32,1035.89,2
-491027880#1,4623.006666666667,1093.2133333333334,2
-491027880#2,4629.24,1049.28,2
-491027880#3,4633.75,1006.395,2
-491081562,4569.995000000001,1694.88,7
-491081563,4510.5475,1729.935,7
-491081564#1,4548.775,1624.3775,7
-491081564#2,4618.469999999999,1668.26,7
-491081565#1,4351.676666666667,1581.9216666666669,6
-491081566#0,4408.03,1627.13,6
-491081566#2,4411.123333333334,1581.4733333333334,6
-491081619#0,5421.053333333333,1638.9666666666665,7
-491081620,5412.67,1653.9,7
-491081621#0,5303.59,1656.86,7
-491081621#3,5423.908,1738.121,7
-491480910,4196.54,1779.705,6
-491480912#0,4190.885,1921.57,6
-491480912#1,4186.975,1957.395,6
-491480913#0,4208.514999999999,1904.94,6
-491480913#1,4141.745,1898.09,6
-491480914,4135.348333333333,1930.1783333333333,6
-491480915#0,4005.21,1901.75,6
-491480915#1,4002.215,1926.21,6
-491480917#1,4091.16,1872.94,6
-491480917#2,4085.39,1908.07,6
-491480917#3,4066.972,1925.58,6
-491480918,4179.435,2120.44,6
-491480919,4182.465,2089.885,6
-491480920,4150.575,2084.925,6
-491480921,4116.63,2111.764,6
-491480922,4029.17,2100.8366666666666,6
-491480923,4031.736666666666,2072.643333333333,6
-491480924#1,4074.5325,2159.26,6
-491480924#2,4076.555,2123.36,6
-491480924#4,4074.476666666667,2092.23,6
-491480924#5,4070.263333333334,2065.3233333333333,6
-491480924#6,4068.67,2032.355,6
-491480925#0,4029.635,2049.045,6
-491480925#1,4123.45,2058.985,6
-491480925#2,4193.42,2065.635,6
-491480926#1,3993.17,2018.473333333333,6
-491480926#2,3988.485,2055.57,6
-491480926#3,3985.78,2081.87,6
-491480926#4,4007.365,2121.9775,6
-491480926#5,4145.375,2138.3450000000003,6
-491480926#7,4172.965,2103.42,6
-491480926#9,4176.135,2075.065,6
-491489453#1,3932.77,1952.6166666666668,6
-491489458#1,3865.4025,1964.5425,6
-491489458#2,3872.062,1908.95,6
-491489464,3864.3425,2031.83,6
-491489465#1,3929.566666666667,2013.25,6
-491489465#2,3923.325,2055.935,6
-491489465#3,3902.695,2103.8625,6
-491489466,3888.65,2069.2250000000004,6
-491489467,3825.71,2083.715,6
-491489468#1,3823.984,2110.02,6
-491489468#2,3852.78,2097.655,6
-491489468#3,3854.95,2074.54,6
-491489468#4,3838.29,2056.93,6
-493168930#1,4616.929999999999,2338.7033333333334,6
-493168931#0,4645.219999999999,2329.325,7
-493168931#1,4656.766666666666,2373.133333333333,7
-497835468#1,3601.8,4746.75,21
-497835468#2,3595.575,4702.88,21
-497835468#3,3590.5950000000003,4676.98,21
-497838866,3331.29,4636.175,20
-497838880#1,3496.595,5039.345,20
-497838882,3562.5550000000003,4694.06,21
-497838883,3446.64,5067.605,20
-512980039#1,4698.59,5586.376666666666,27
-512982594#1,4671.956666666666,5419.426666666666,22
-512985100#3,4683.38,5122.523999999999,22
-513070892,4731.906666666667,4215.683333333333,17
-514248484#1,5617.02,4427.543333333334,18
-514340976#1,5631.165,4626.6425,23
-514346386,5699.174999999999,4984.02,23
-514354293,5714.52,5595.915000000001,28
-517046027#0,3275.308,3649.19,15
-517046027#1,3322.35,3646.325,15
-528899355#0,4025.615,3313.98,11
-528899355#1,4045.2875,3274.15,11
-528899358#0,4125.546666666666,3263.4933333333333,11
-528899358#1,4069.42,3254.903333333333,11
-528899358#2,4024.93,3254.377142857142,11
-528899358#3,3989.34,3265.273333333333,11
-528899358#4,3984.2475,3325.23,11
-558512771#1,5024.673333333333,4173.683333333333,17
-562263217,4083.045,4166.57,16
-577567019#1,3641.195,767.765,1
-58209110#3,5045.3375,4802.84,22
-58209110#4,5035.235,4677.2425,22
-58209110#7,4818.8875,4621.26,22
-58209114#1,4971.036666666667,3899.723333333333,17
-58209114#4,4968.88,4023.6625,17
-58209114#7,4967.8725,4097.1225,17
-58209117#1,4772.326666666667,4748.943333333334,22
-58672754#0,6892.65,3929.115,19
-58672754#1,6894.275,3883.03,19
-58672754#2,6896.5650000000005,3843.0,19
-58672754#3,6898.31,3791.085,19
-58672754#5,6898.676666666666,3734.12,19
-58672755#0,7051.48,3933.325,19
-58672755#1,7014.88,3935.62,19
-58672755#12,6663.405,3985.988333333333,19
-58672755#14,6611.253999999999,3991.054,19
-58672755#15,6572.629999999999,4012.75,19
-58672755#3,6963.3125,3941.04,19
-58672755#4,6908.8,3945.445,19
-58672755#5,6859.895,3953.205,19
-58672755#6,6785.285,3965.97,19
-58672755#7,6731.72,3976.785,19
-58672759#0,6884.865,3855.515,19
-58672759#1,6871.014999999999,3857.42,19
-58672759#2,6850.139999999999,3860.435,19
-58672759#3,6826.495,3865.46,19
-58672759#5,6745.84,3878.255,19
-58672779,6870.505,4898.139999999999,24
-593556893#3,6207.364,4276.646,18
-593573093#1,6237.436666666666,3938.64,18
-593573094#1,6219.9800000000005,3938.866666666667,18
-593573101,6299.1900000000005,4205.195,18
-593573102,6286.4400000000005,4177.13,18
-593611539,6263.135,4300.145,18
-593611540,6296.0650000000005,4284.765,18
-593611541,6187.156666666667,4332.4366666666665,18
-593611542#0,6399.725,4253.225,18
-593611542#1,6385.93,4225.175,18
-593611543#0,6459.51,4233.205,19
-593611543#2,6451.03,4209.395,19
-593611543#3,6443.965,4190.305,18
-593611544,6488.8,4208.92,19
-593611545,6481.76,4190.865,19
-593611546#0,6434.78,4224.56,19
-593611546#1,6403.780000000001,4235.895,18
-593611547,6422.21,4243.87,18
-593611548,6538.31,4189.213333333333,19
-593611549#1,6597.806666666666,4147.076666666667,19
-593611588,6456.645,4084.755,19
-593649673,6252.615,4323.33,18
-593785893,6319.345,4263.025,18
-593785895,6363.625,4241.540000000001,18
-593967328,5662.153333333333,4271.34,18
-593967329#1,5749.13,4244.943333333334,18
-594200311#1,6094.303333333333,4319.793333333334,18
-616221097,3260.59,4388.34,15
-616223074,3181.482,4335.254,15
-616223075#0,3157.46,4334.115,15
-616223075#1,3179.2200000000003,4326.28,15
-616223075#3,3198.596666666667,4317.626666666667,15
-616560934#1,6531.053333333333,4629.116666666667,24
-616560934#3,6603.528,4726.627,24
-616560935,6594.81,4596.195,24
-616560952,6844.055,4820.55,24
-616560955#0,6926.485,5480.99,24
-616560955#1,6931.785,5517.950000000001,29
-616560955#11,6956.392857142857,5827.409999999999,29
-616560955#4,6940.005,5563.165,29
-616560955#5,6947.525,5614.875,29
-616560955#7,6951.82,5652.035,29
-616560955#8,6952.185,5698.91,29
-616560955#9,6954.41,5748.705,29
-620598928#1,3475.1375,1461.4225,0
-620598928#2,3481.168,1414.048,0
-620598931#1,3633.357391304348,1427.738695652174,1
-620598933#3,3543.0559090909087,1400.3522727272727,1
-620598967,3484.69,1397.88,0
-620764067#1,6692.114,4128.676,19
-620764067#2,6730.335,4138.32,19
-620764067#3,6746.615,4136.1,19
-620764068,6724.606,4157.098,19
-620764069,6738.504999999999,4154.41,19
-620764081#0,6014.715,4510.785,18
-620764081#1,5996.135,4481.725,18
-620764082#0,6025.01,4505.76,18
-620764082#1,5995.973333333332,4475.7733333333335,18
-620764083,6050.09,4485.79,18
-620764084,6087.59,4405.305,18
-620764085,6021.259999999999,4439.7,18
-620764095,6287.363333333334,4629.666666666667,23
-620764096#0,6410.0233333333335,4605.88,23
-620764096#1,6406.135,4578.91,23
-621228856#1,3976.526666666666,1706.0266666666666,6
-638048069#1,6010.03,1435.65,3
-638947907,6116.075,1466.33,3
-638947908#2,6204.0525,1475.8225,3
-638947909#1,6339.426666666666,1511.42,8
-638947910#1,6376.02,1515.3266666666666,8
-639267166#1,5665.296666666666,1397.29,3
-639267170#1,5817.706666666666,1414.8533333333332,3
-639267174#1,5948.263333333333,1429.0933333333332,3
-639267176#1,5740.363333333334,1406.5833333333333,3
-639267177#1,5859.163333333333,1419.5866666666668,3
-639916005#0,7022.73125,3556.58875,19
-639916005#1,6928.414285714286,2620.378571428572,14
-639916006#0,6838.6225,2339.3325,9
-639916006#1,6807.696666666667,2270.773333333333,9
-639916006#2,6828.139999999999,2186.346666666667,9
-639916006#3,6909.84,2118.1000000000004,9
-639916007,6866.849999999999,2086.36,9
-639916008,6907.4766666666665,2008.2766666666664,9
-639916009,6929.08,2230.29125,9
-639916010#0,6887.105,2314.465,9
-639916010#1,6862.613333333334,2253.036666666667,9
-639916010#2,6818.375,2228.775,9
-639916011,6829.259999999999,2268.6366666666668,9
-639916012#0,6710.82,2189.325,9
-639916012#1,6778.13,2266.023333333333,9
-639916013#0,6676.9975,2171.15,9
-639916013#2,6621.639999999999,2114.825,9
-639916014,6634.88,2110.86,9
-639916015#0,6651.985000000001,2108.19,9
-639916015#1,6630.53,2082.655,9
-639916016,6627.99,2147.155,9
-639916019,6923.41,2440.045,14
-639916020,6907.938571428572,2371.988571428571,9
-639916021#0,6793.2,2437.535,9
-639916021#1,6811.165,2437.3450000000003,9
-639916021#2,6867.348333333332,2446.5033333333336,9
-639916021#4,6891.28,2503.875,14
-639916021#5,6893.15,2539.65,14
-639916021#6,6913.71,2633.33,14
-639916022#0,6805.813333333333,2453.093333333333,9
-639916022#1,6807.58,2477.165,9
-639916022#2,6810.205,2508.25,14
-639916022#3,6813.51,2547.38,14
-639916022#4,6815.879999999999,2575.3450000000003,14
-639916022#5,6819.995,2624.11,14
-639916023,6818.34,2448.65,9
-639916024,6848.98,2480.2650000000003,14
-639916025#0,6931.16,2596.96,14
-639916025#1,6951.63,2749.043333333333,14
-639916026,6970.165,2959.56,14
-639916027#0,6876.66,2851.635,14
-639916027#1,6764.78,2861.1450000000004,14
-639916027#2,6692.4800000000005,2871.7825000000003,14
-639916027#4,6641.745000000001,2883.74,14
-639916027#5,6614.136666666666,2880.47,14
-639916028,6717.8820000000005,2890.03,14
-639916029,6656.935,2869.625,14
-639916030,6736.105,2817.8050000000003,14
-639916031,6793.055,2815.38,14
-639916032#0,6779.092500000001,2881.3575,14
-639916032#1,6764.678,2995.478,14
-639916032#2,6748.764999999999,3080.0,14
-639916033,6693.43,3060.09,14
-639916034#0,6937.32,3253.5066666666667,14
-639916034#1,6729.766666666666,3251.853333333333,14
-639916034#2,6682.695,3208.035,14
-639916035,6844.393333333333,3192.49,14
-639916036,6672.360000000001,3238.9325,14
-639916037#0,6561.54,3284.5950000000003,14
-639916037#1,6631.21,3277.3450000000003,14
-639916038#0,6592.906666666667,3209.963333333333,14
-639916038#1,6584.49,3153.14,14
-639916039,6574.907499999999,3206.0375,14
-639916040#0,6556.902857142857,3115.877142857142,14
-639916040#1,6597.293333333334,3123.4300000000003,14
-639916041#0,6515.276428571428,3085.1407142857142,14
-639916041#1,6528.170000000001,3212.353333333333,14
-639916042,6517.81,3186.41,14
-639916043,6191.889999999999,3305.2650000000003,13
-639916044,6322.14,3360.63,13
-639916045,6276.615,3321.485,13
-639916047#0,6672.903333333333,2614.403333333333,14
-639916047#1,6746.493333333333,2598.67,14
-639916047#2,6798.9400000000005,2592.625,14
-639916048#0,6665.805,2673.44,14
-639916048#1,6769.52,2664.705,14
-639916049#0,6773.2125,2703.0950000000003,14
-639916049#1,6713.5,2638.645,14
-639916050#0,6790.766666666666,2572.556666666667,14
-639916050#1,6856.34,2558.8900000000003,14
-639916051,6853.85,2531.075,14
-639916052#1,6872.966666666667,3644.536666666667,19
-639916052#2,6866.016666666666,3534.486666666666,19
-639916052#3,6867.615,3492.825,14
-639916052#4,6862.895,3435.215,14
-639916052#5,6858.844999999999,3385.88,14
-639916052#6,6856.0,3351.4750000000004,14
-639916052#7,6818.131666666667,3305.5916666666667,14
-639916053,6784.045,3308.835,14
-639916054,6720.895555555555,3342.7233333333334,14
-639916055,6793.67,3409.985,14
-639916056#0,6730.495,3460.645,14
-639916056#1,6716.805,3470.01,14
-639916057,6818.204,3511.62,19
-639916058#0,6873.56,3421.876666666667,14
-639916058#1,6875.110000000001,3345.34,14
-639916058#2,6873.025,3319.695,14
-639916058#3,6875.4766666666665,3279.51,14
-639916059,6862.959999999999,3336.695,14
-639916060,6866.1900000000005,3363.895,14
-639916061,6909.256666666667,3312.8366666666666,14
-639916062,6906.55,3507.295,19
-639916063#0,6919.884285714286,3634.881428571429,19
-639916063#1,6950.9825,3559.73875,19
-639916063#2,6924.245,3610.73,19
-639916065,6808.9,3589.38,19
-639998384,6221.305,4011.845,18
-640232684,6964.9475,3978.41,19
-643235999#1,6262.59,4766.313333333333,23
-643235999#2,6311.62,4755.7575,23
-643236000,6285.09,4743.424999999999,23
-643236001,6406.5650000000005,4738.98,23
-643236002,6398.855,4712.15,23
-643236003,6390.34,4684.12,23
-643236005#3,6364.6,4652.6900000000005,23
-643236006#1,6296.032,4808.126,23
-643236007,6302.15,4800.17,23
-643236008#1,6363.876666666667,4798.763333333333,23
-643700186#1,7278.29,5510.87,29
-643700192,7250.655000000001,5371.545,24
-647086739#1,6652.171666666666,5789.481666666667,29
-647086741,6443.926666666666,5695.613333333334,28
-647086743,5905.285,5525.355,28
-647086744,5972.465,5610.64,28
-647086745,5972.035,5628.755,28
-647086746,5795.9275,5628.6375,28
-647086749,5662.055,5200.79,23
-648082983#0,6997.13,3957.17,19
-648082983#2,6990.13,3888.943333333333,19
-648082983#3,6984.058571428572,3749.2057142857134,19
-648083006,6856.363333333334,3782.89,19
-648083048#1,6655.306666666667,4175.795,19
-648083048#2,6694.3225,4155.9975,19
-648083057#1,6699.2125,4240.389999999999,19
-648083063#2,6811.38,4403.861428571428,19
-648083065#2,6796.9800000000005,4484.596,19
-648083067#2,6782.311666666667,4533.748333333334,24
-648083069#0,6810.7,4567.915,24
-648083069#2,6854.613333333334,4558.3533333333335,24
-648083071#1,6715.553333333333,4602.693333333334,24
-648083073#1,6667.752,4426.33,19
-648083076#1,6729.693333333334,4441.576666666667,19
-648083079#1,6742.87,4493.566666666667,19
-648083082#2,7001.758,4262.358,19
-648083084,7026.8325,3975.975,19
-648083086#1,6584.743333333333,3982.803333333333,19
-648083089#2,6268.2266666666665,4520.435,18
-648083091#1,5808.96,4422.5325,18
-648083091#2,5837.6466666666665,4376.003333333333,18
-648083092,5800.605,4397.325,18
-648087827#1,6902.8475,4699.73,24
-648408839#0,3595.6766666666667,2964.3700000000003,11
-648408839#1,3661.855,2883.29,11
-648435888#1,4721.106666666667,1600.17,7
-648435888#2,4907.86,1617.0333333333335,7
-648435893#0,4211.139999999999,2193.2200000000003,6
-648435893#1,4222.9400000000005,2194.135,6
-648435893#3,4261.066666666667,2195.84,6
-648435893#5,4504.759999999999,2221.64,7
-648435894#1,4606.546666666666,2253.143333333333,7
-650855759,6442.8150000000005,4163.875,18
-650855764,6495.18,4140.7,19
-654162061#1,6025.283333333333,4072.15,18
-654162061#2,5960.84,4095.993333333333,18
-654162062#1,6019.786666666667,4135.349999999999,18
-654162063#1,6044.536666666667,4198.233333333334,18
-654162066#1,6089.863333333334,4307.38,18
-654162067#1,6068.4800000000005,4287.64625,18
-654162068#1,6054.545,4261.11875,18
-654162069,6027.839999999999,4239.59,18
-655185988,6447.185,1545.665,8
-655185989#0,6476.34,1562.375,9
-655185989#1,6478.28,1491.62,4
-660515127#1,3697.14,4224.856666666667,16
-664041613#0,6263.705,3727.645,18
-664041613#2,6309.32,3699.044,18
