rid,x,y,KMeans_Labels
120588459#6,4364.375,5433.5650000000005,21
120588459#7,4366.015,5416.38,21
120588459#8,4368.135,5395.055,21
120588459#9,4371.505,5362.79,21
120588460,4570.285,5232.67,22
120588461,4437.110000000001,4923.66,21
120588462,4397.42,5427.67,21
120588463,4468.96,4925.48,21
120588464,4553.9,5390.41,22
120588465,4563.355,5311.345,22
120588466,4399.145,5407.155000000001,21
120588467,4435.545,5506.32,26
120588468,4412.105,5365.97,21
120588469,4401.115,5384.764999999999,21
120588470,4409.275,5290.22,21
120588471,4456.725,5051.105,21
120588472,4343.725,5437.42,21
120588473,4390.905000000001,5498.71,26
120588474,4458.116,5236.976000000001,21
120588475#0,4361.445,5215.785,21
120588475#1,4301.75,5212.865,21
120588476#0,4571.685,5197.23,22
120588476#1,4520.505,5194.15,22
120588477#0,4281.725,5488.7,26
120588477#1,4276.834999999999,5554.74,21
120588478#0,4603.64,5573.21,27
120588478#1,4605.445,5527.975,22
120588478#2,4606.66,5490.045,27
120588478#3,4611.385,5409.305,22
120588479#0,4623.674999999999,5205.115,22
120588479#1,4619.9400000000005,5313.4400000000005,22
120588480#0,4333.83,5553.1900000000005,26
120588480#1,4385.71,5555.905000000001,26
120588480#2,4444.485,5559.35,26
120588481#0,4422.139999999999,4960.98,21
120588481#1,4451.26,4963.17,21
120588481#2,4492.97,4966.389999999999,21
120588482#0,4577.005,5372.5650000000005,22
120588482#1,4574.094999999999,5428.37,27
120588482#2,4568.376666666666,5507.336666666667,27
120588482#4,4566.655000000001,5571.085,27
120588483,4460.25,5404.125,21
120588484#0,4196.014999999999,5513.775,26
120588484#1,4207.945,5391.594999999999,21
120588484#2,4217.56,5292.555,21
120588484#3,4228.845,5172.895,21
120588484#4,4246.415,4982.84,21
120588485#0,4603.525,5312.4400000000005,22
120588485#1,4601.905000000001,5253.945,22
120588485#2,4601.85,5216.665,22
120588485#3,4602.844999999999,5166.02,22
120588485#4,4604.36,5068.795,22
120588485#5,4605.4,4984.715,22
120588485#6,4606.530000000001,4925.615,22
120588486#0,4310.93,5569.58,26
120588486#1,4312.91,5540.975,26
120588486#2,4316.48,5491.775,26
120588486#3,4319.75,5446.395,21
120588486#4,4324.37,5388.245,21
120588486#5,4330.865,5299.215,21
120588486#6,4334.4400000000005,5235.87,21
120588503#0,4862.875,4901.7175,22
120588503#10,4499.095,4885.9475,21
120588503#12,4457.95,4886.135,21
120588503#13,4429.175,4884.965,21
120588503#14,4353.163333333333,4880.436666666667,21
120588503#16,4277.24,4879.01,21
120588503#17,4227.093333333333,4875.389999999999,21
120588503#18,4192.656666666667,4874.846666666667,21
120588503#3,4688.6675,4894.245,22
120588503#7,4620.22,4891.176666666666,22
120588503#9,4566.83,4890.295,22
120588504#0,4199.56,4978.965,21
120588504#1,4176.73,5207.25,21
120588504#2,4159.175,5388.9,21
120588504#3,4148.94,5511.995000000001,26
120588687,4631.866666666667,5514.463333333333,27
120588688,4601.504999999999,5632.155,27
120588689#0,4691.213333333333,5661.82,27
120588689#2,4749.174999999999,5665.040000000001,27
120588689#3,4798.145,5667.76,27
120588689#4,4833.5633333333335,5669.566666666667,27
120588689#5,4854.78,5670.28,27
120588689#6,4874.8150000000005,5670.924999999999,27
120588691#0,4760.706666666667,5029.733333333334,22
120588691#2,4679.286666666667,5028.5,22
120588692#0,4496.16,5690.405,27
120588692#1,4577.13,5694.71,27
120588692#2,4644.405000000001,5698.335,27
120588694#0,4158.375,5631.91,26
120588694#1,4204.955,5634.705,26
120588694#2,4289.37,5639.365,26
120588694#3,4405.715,5645.62,26
120588694#4,4499.865,5650.685,27
120588694#5,4568.405,5654.375,27
120588694#6,4614.615,5656.88,27
120588694#7,4642.375,5658.48,27
120588896#10,4477.96,5500.07,26
120588896#11,4474.1900000000005,5549.9400000000005,26
120588896#12,4470.355,5578.525,26
120588896#2,4523.33,4928.5650000000005,22
120588896#3,4516.84,5014.855,22
120588896#4,4510.975,5086.865,22
120588896#5,4505.22,5157.094999999999,21
120588896#6,4499.99,5222.97,21
120588896#7,4497.15,5258.360000000001,21
120588896#8,4493.34,5307.875,21
120588896#9,4485.48,5405.185,21
120609070#0,3707.88,5315.6033333333335,21
120609070#10,3698.615,5484.775,21
120609070#11,3695.635,5533.545,26
120609070#3,3705.78,5351.02,21
120609070#4,3703.965,5386.21,21
120609070#5,3702.163333333333,5417.383333333333,21
120609070#7,3701.133333333333,5436.44,21
120609070#9,3699.875,5462.395,21
120609071,3953.695,5350.21,21
120609072,3669.91,5400.22,21
120609073,3882.34,5344.595,21
120609074#0,3731.54,5330.98,21
120609074#1,3771.725,5331.75,21
120609075#0,3785.146666666667,5389.096666666667,21
120609076,3835.745,5506.115,21
120609078,3672.71,5334.1,21
120609079#0,3750.255,5477.575000000001,21
120609079#1,3784.123333333333,5481.343333333333,21
120609080#0,3857.5,5394.12,21
120609080#1,3890.36,5395.639999999999,21
120609081#0,3845.385,5384.04,21
120609081#1,3843.935,5414.925,21
120609082#0,3756.55,5492.16,21
120609082#1,3757.72,5468.145,21
120609082#2,3761.4366666666665,5439.733333333334,21
120609083#0,3718.9,5452.945,21
120609083#1,3749.48,5454.63,21
120609083#2,3785.29,5458.066666666667,21
120609084#0,3725.3866666666654,5466.663333333333,21
120609084#1,3739.69,5438.543333333333,21
120609085#0,3906.455,5416.925,21
120609085#1,3907.99,5388.29,21
120609085#2,3910.59,5345.28,21
120609086#0,3638.15,5346.04,21
120609086#1,3640.02,5314.333333333333,21
120609086#3,3646.406666666667,5260.036666666667,21
120609086#5,3658.81,5142.610000000001,21
120609086#6,3661.4966666666655,5052.676666666666,21
120609087#0,3872.34,5385.505,21
120609087#1,3870.53,5415.735000000001,21
120609088#0,3750.093333333333,5413.66,21
120609088#11,3777.57125,4979.9,21
120609088#2,3752.8,5379.3,21
120609088#3,3754.9833333333336,5349.83,21
120609088#5,3756.66,5318.4766666666665,21
120609088#7,3760.815,5253.18,21
120609088#8,3766.935,5155.075,21
120609088#9,3771.8266666666655,5062.656666666667,21
121653053#0,6195.15,5222.3,23
121653053#1,6192.48,5182.585,23
121653053#2,6179.705,5151.8675,23
121653053#3,6168.485,5131.459999999999,23
121653053#4,6162.51,5110.74,23
121653053#5,6157.305,5092.8150000000005,23
121653053#6,6148.73,5063.905000000001,23
121653054#0,6054.02,4994.985000000001,23
121653054#1,6090.43,4992.035,23
121653054#2,6118.0,4988.535,23
121653054#3,6137.045,4982.924999999999,23
121653054#4,6163.473333333334,4972.776666666667,23
121653054#5,6187.92,4963.79,23
121653054#6,6214.110000000001,4960.24,23
121653054#7,6251.963333333333,4955.366666666667,23
121653055#0,6496.452499999999,4905.13,23
121653055#1,6448.313333333334,4906.763333333333,24
121653055#2,6422.69,4915.133333333334,23
121653055#3,6403.795,4920.38,23
121653055#4,6391.705,4921.46,23
121653055#5,6370.355,4924.59,23
121653055#6,6339.18,4931.110000000001,23
121653055#7,6302.295,4939.405,23
121653056#0,6461.295,5240.74,24
121653056#1,6458.58,5203.56,24
121653056#2,6453.610000000001,5160.4275,24
121653056#3,6444.21,5126.785,24
121653056#4,6450.246666666667,5096.183333333333,24
121653056#5,6476.414,5095.072,24
121653057,6407.295,4868.41,23
121653058,6354.17,4997.77,23
121653060,6141.165,5104.3150000000005,23
121653061,6401.860000000001,5279.969999999999,23
121653062,6485.490000000001,5231.92,24
121653063,6119.045,5073.715,23
121653064,5908.37,5094.735000000001,23
121653065,6432.4400000000005,5317.9400000000005,23
121653066,6427.335,5255.79,23
121653068,6476.505,5164.2775,24
121653069,6053.145,5048.17,23
121653070,6230.82,5070.905,23
121653071,5911.66,5125.62,23
121653072,6346.344999999999,4963.79,23
121653073#0,6227.505,5193.04,23
121653073#1,6208.575000000001,5198.469999999999,23
121653074,6402.8966666666665,5236.393333333333,23
121653075#0,6406.33,5307.52,23
121653075#1,6436.655,5299.645,23
121653076,6326.03,5200.536666666667,23
121653077,5887.563333333333,5129.53,23
121653078#0,6270.745,5113.335,23
121653078#1,6289.85,5185.475,23
121653080#0,5917.65,4952.298,23
121653080#2,5925.395,5028.47,23
121653081#0,6405.795,5197.405000000001,23
121653081#1,6369.110000000001,5201.06,23
121653082#0,6645.236666666667,5381.733333333334,24
121653082#1,6593.06,5372.403333333333,24
121653082#2,6549.67,5351.255,24
121653082#3,6507.906666666667,5331.163333333333,24
121653082#4,6486.836666666667,5322.466666666667,24
121653082#5,6460.995,5310.35,24
121653083,6053.263333333333,5090.68,23
121653084#0,6385.555,4991.235000000001,23
121653084#1,6399.385,4988.85,23
121653085#0,6387.37,5122.925,23
121653085#1,6357.88,5130.07,23
121653086#0,6255.635,4986.79,23
121653086#1,6263.745000000001,5019.4,23
121653087#0,5887.7266666666665,4941.003333333333,23
121653088#0,5916.23,5052.504999999999,23
121653088#1,5905.549999999999,5058.945,23
121653089,6260.03,5204.256666666667,23
121653090#0,6438.045,4888.719999999999,23
121653090#1,6439.325,4929.055,23
121653091#0,6184.922500000001,4909.0925,23
121653091#2,6212.709999999999,5002.030000000001,23
121653093#0,5929.57,5148.585,23
121653093#1,5926.685,5110.445,23
121653093#2,5925.295,5080.445,23
121653094#0,6459.094999999999,5077.48,24
121653094#1,6458.420000000001,5012.21,24
121653095#0,6103.69,4912.1225,23
121653095#2,6124.195,4976.055,23
121653096#0,6116.0233333333335,5176.0,23
121653096#1,6133.756666666667,5145.57,23
121653097#1,6369.31,4975.355,23
121653097#2,6360.665,4941.855,23
121653098#0,6439.19,5220.43,23
121653098#1,6415.860000000001,5220.92,23
121653098#2,6381.855,5225.3,23
121653099#0,6223.266666666666,5211.196666666667,23
121653099#1,6211.365,5177.389999999999,23
121653100,6118.0650000000005,5017.97,23
121653102,6415.115,5126.115,23
121653103,6135.002,5065.87,23
121653104#1,6224.17,5097.195,23
121653104#2,6248.49,5089.605,23
121653104#3,6288.235,5077.700000000001,23
121653105#0,6219.435,4926.445,23
121653105#1,6207.2,4866.01,23
121653106#0,6251.8875,5022.385,23
121653106#1,6286.075,5035.18,23
121653107#0,6381.74,5159.655000000001,23
121653107#1,6373.73,5107.77,23
121653108#0,6396.435,4870.015,23
121653108#1,6403.4625,4967.6975,23
121653109#0,6143.14,5155.3675,23
121653109#1,6196.165,5130.08,23
121653110#0,6323.156666666667,4953.016666666666,23
121653110#1,6332.405000000001,4984.280000000001,23
121653110#2,6341.280000000001,5019.635,23
121653110#3,6352.9400000000005,5065.98,23
121653111#0,6377.93,4877.6175,23
121653111#1,6385.513333333333,4945.919999999999,23
121653112#0,6198.3,5160.73,23
121653112#1,6217.275,5155.365,23
121653112#2,6238.4400000000005,5149.385,23
121653112#3,6262.9,5142.475,23
121653112#4,6302.335,5131.435,23
121653113#0,6125.54,4905.786666666667,23
121653113#2,6155.056666666666,5010.796666666666,23
121653113#3,6185.7775,5089.42,23
121653114#0,6417.6875,5046.32,23
121653114#1,6392.365,5009.255,23
121653114#2,6367.323333333334,5026.11,23
121653115#0,6242.063333333333,5220.656666666667,23
121653115#1,6230.355,5171.895,23
121653115#2,6221.764999999999,5139.885,23
121653115#3,6214.695,5114.014999999999,23
121653115#4,6193.305,5035.215,23
121653115#5,6160.64,4909.0225,23
121653116#0,6342.31,5099.135,23
121653116#1,6365.62,5091.445,23
121653116#2,6390.200000000001,5085.959999999999,23
121653116#4,6442.466666666667,5072.843333333333,23
121653116#5,6463.82,5068.25,24
121653191,6094.495,5210.725,23
121653192,6123.759999999999,5203.6866666666665,23
121653193#0,6068.365,5189.12,23
121653193#1,6106.21,5184.75,23
121653193#2,6129.605,5179.245000000001,23
121653208,6058.96,5160.54,23
121653209,6079.985000000001,5039.945,23
121653210,6019.66,5146.195,23
121653211#0,6004.125,5131.975,23
121653211#1,6006.049999999999,5172.07,23
121653212#0,6093.4400000000005,5010.385,23
121653212#1,6101.105,5032.51,23
121653213#0,6075.200000000001,5146.005,23
121653213#1,6049.22,5148.53,23
121653215,6080.064,5012.824,23
129219187#0,5574.451666666667,1437.305,3
129219187#1,5590.557142857143,1435.1814285714286,3
129219188,5538.932,1419.841,3
129219189,5498.133333333334,1446.74,2
129219190#0,5503.576999999999,1375.87,2
131600050#0,3727.13,2508.465,11
131600050#1,3668.41,2464.665,6
131600055#0,3417.3,2274.2225,5
131600055#1,3475.4533333333334,2328.3566666666666,5
131600060#0,3457.835,2332.105,5
131600060#1,3409.536666666667,2425.27,5
131600060#2,3350.59,2412.605,5
131600060#3,3291.325,2406.4275,5
131600063,3674.22,2476.815,6
131600085#0,3699.22,2592.4266666666667,11
131600085#2,3660.75,2561.81,11
131600090#0,3348.88,2340.57,5
131600090#1,3339.785,2383.335,5
131600095,3371.9933333333333,2399.9366666666665,5
131600104#0,3671.9425,2551.0275,11
131600106#0,3633.65,2680.64,11
131600106#1,3597.08,2649.99,11
131633142#0,3701.460000000001,2521.526666666666,11
131633142#2,3674.486666666666,2491.933333333333,6
131633142#3,3619.12,2446.535,6
131633156,3545.068,3031.942,10
131633157#1,3435.655,2930.835,10
131633157#2,3400.13,2899.145,10
131633158#0,3103.92,3328.843333333333,10
131633158#1,3155.847142857143,3244.434285714286,10
131633158#4,3261.2825,3057.3775,10
131633159,3538.87,3071.865,10
135703601#0,6684.43,5523.43,29
135703601#1,6645.81,5525.4400000000005,29
135703602#0,6549.573333333334,5390.81,24
135703602#1,6592.653333333333,5509.849999999999,24
135703602#2,6606.903333333333,5545.446666666667,29
135703602#3,6627.356666666667,5582.5233333333335,29
135703602#4,6647.48,5627.495,29
135703602#5,6652.775,5645.719999999999,29
135703602#6,6658.29,5665.344999999999,29
135703602#7,6663.945,5685.655000000001,29
135703602#8,6669.92,5706.32,29
135703602#9,6676.705,5732.47,29
135703603,6683.935,5568.77,29
135703604,6687.094999999999,5650.8150000000005,29
135703605,6457.030000000001,5404.915,24
135703606,6529.74,5554.15,29
135703607,6473.76,5447.65,24
135703608,6461.995,5429.87,24
135703609,6403.3966666666665,5626.8,28
135703610,6572.885,5696.360000000001,29
135703611,6698.045,5713.005,29
135703612,6694.3150000000005,5691.92,29
135703613,6554.295,5597.045,29
135703614,6690.57,5671.26,29
135703615,6490.955,5665.605,29
135703616,6613.66,5321.18,24
135703617,6683.504999999999,5631.335,29
135703618,6621.235000000001,5370.094999999999,24
135703619,6493.19,5595.594999999999,29
135703620,6472.860000000001,5275.155,24
135703621,6512.389999999999,5495.325,24
135703622#0,6650.35,5536.02,29
135703622#1,6673.91,5534.865,29
135703623#0,6408.889999999999,5677.29,28
135703623#2,6442.5650000000005,5667.639999999999,28
135703624#0,6554.046666666666,5757.543333333334,29
135703625,6448.849999999999,5344.516666666666,23
135703626#0,6488.05,5625.04,29
135703626#1,6528.33,5610.8150000000005,29
135703627#0,6520.51,5523.120000000001,29
135703627#1,6475.014999999999,5537.54,29
135703628#0,6457.195,5390.255,24
135703628#1,6403.264999999999,5406.555,23
135703629,6534.086666666666,5280.323333333334,24
135703630,6484.9,5647.915,29
135703631#0,6662.6,5530.014999999999,29
135703631#1,6679.133333333334,5549.743333333333,29
135703632,6623.48,5594.8875,29
135703633#0,6421.605,5357.035,23
135703633#1,6472.375,5334.325,24
135703634#0,6519.68,5578.766666666667,29
135703634#1,6514.616666666666,5553.996666666666,29
135703635#0,6568.795,5346.41,24
135703635#1,6569.905,5327.85,24
135703635#2,6571.125,5307.415,24
135703635#3,6574.4400000000005,5278.674999999999,24
135703636#0,6627.356666666667,5309.713333333333,24
135703636#1,6625.96,5339.259999999999,24
135703637#0,6509.575000000001,5595.785,29
135703637#1,6527.928,5671.394,29
135703638,6573.311666666666,5415.136666666666,24
135703639#0,6628.266250000001,5811.54125,29
135703639#2,6600.166,5673.738,29
135703639#3,6551.745,5510.96,24
135703639#4,6531.04,5445.26,24
135703639#5,6515.66,5403.385,24
135703639#6,6498.8150000000005,5351.030000000001,24
136358625,4398.885,5831.67,26
136358630,4337.2025,5871.215,26
136358967#0,4881.8150000000005,5782.799999999999,27
136358967#1,4884.0,5739.78,27
136358967#2,4886.725,5685.514999999999,27
136358967#3,4890.276666666667,5642.966666666667,27
136358968#0,4819.1900000000005,5740.09,27
136358968#1,4822.415,5682.77,27
136358968#2,4826.490000000001,5639.956666666666,27
136358969#0,4691.696666666667,5741.526666666668,27
136358969#2,4744.36,5744.12,27
136358970,4766.225,5763.04,27
136399257#1,7165.596666666667,4857.445,24
139116528#1,4593.874375,3266.898125,12
139116529#1,4336.7425,3500.3325,16
139116530#0,6525.505,4203.4400000000005,19
139116530#2,6516.16,4181.76,19
139116530#3,6508.15,4163.185,19
139116532,5949.3,4435.46,18
139116533,4680.105,3343.955,12
139116534,6403.93,4107.44,18
139116535#0,5808.54,4172.735000000001,18
139116535#1,5821.42,4201.895,18
139116537,5916.46,4456.545,18
139116540#0,6509.73,4123.805,19
139116540#1,6465.1,4143.03,19
139116540#2,6408.655000000001,4167.33,19
139116541#0,6134.203333333334,4439.5,18
139116542,5880.26,4462.475,18
139116544#0,6122.073333333334,4404.54,18
139116545,5965.860000000001,4427.485000000001,18
139116547,5925.635,4447.56,18
139116548,6063.336666666666,4473.400000000001,18
139116551#0,5946.96,4328.785,18
139116551#1,5915.4,4269.032,18
139116552#0,4451.88,3574.043333333333,16
139116552#2,4457.685,3513.3325,17
139116554#0,6384.65,4133.84,18
139116554#1,6435.495,4112.47,18
139116554#2,6471.375,4097.415,18
139116555#0,4575.046666666666,3585.183333333333,17
139116555#2,4578.59,3536.0733333333337,17
139116557#0,6044.625,4413.639999999999,18
139116557#1,6080.555,4474.365,18
139116558#0,5997.280000000001,4418.895,18
139116558#1,6019.495000000001,4459.375,18
139116558#2,6040.16,4498.115,18
139116560#0,6020.030000000001,4483.005,18
139116560#1,6006.525,4489.725,18
139116560#2,5995.9,4495.11,18
139116560#3,5935.219999999999,4526.89,18
139116561,4593.874375,3266.898125,12
139116562#0,6076.9625,4853.59,23
139116562#3,6058.64,4821.336666666667,23
139116562#5,6047.045,4805.23,23
139116564#0,6108.16,4470.57,18
139116564#1,6090.185,4440.07,18
139116564#2,6077.895,4419.21,18
139116564#3,6063.24,4393.34,18
139116566#0,6008.16,4529.575,23
139116566#1,5995.764999999999,4509.004999999999,23
139116566#2,5982.655000000001,4487.4400000000005,18
139116566#3,5969.195,4467.17,18
139116567#0,5951.7725,4047.77,18
139116567#1,6012.93,4061.145,18
139116568#0,5938.455,4554.3675,23
139116570#0,5881.062,4198.85,18
139116570#3,5802.77,4233.4400000000005,18
139116571,4528.683333333333,3339.478333333333,12
139116572#1,5902.9800000000005,4363.588000000001,18
139116572#3,5934.26,4377.1,18
139116573#0,6020.8025,4173.825,18
139116574#0,5237.925,3433.49,12
139116574#1,5150.848333333333,3381.8216666666667,12
139116576#0,6329.8025,4077.92,18
139116576#2,6368.703333333334,4161.68,18
139116576#4,6383.985000000001,4187.675,18
139116577#0,5774.55,4167.995,18
139116577#1,5809.063333333333,4129.691666666667,18
139116578#0,4805.216666666666,3577.7533333333336,17
139116582#0,6530.725,4123.780000000001,19
139116582#1,6531.254,4064.202,19
139116582#6,6536.223333333332,3969.2533333333336,19
139116582#8,6483.860000000001,3839.893333333333,18
139116583,5866.670909090909,4413.797272727273,18
139116586#0,6165.1575,4370.577499999999,18
139116586#10,6414.0650000000005,4259.54,18
139116586#11,6441.265,4251.1875,19
139116586#12,6495.725,4226.185,19
139116586#13,6540.76,4206.09,19
139116586#14,6587.56,4190.34,19
139116586#2,6189.186666666666,4360.54,18
139116586#3,6215.323333333334,4349.81,18
139116586#4,6243.56,4336.584999999999,18
139116586#5,6263.4,4327.41,18
139116586#6,6289.045,4315.125,18
139116586#7,6315.639999999999,4304.13,18
139116586#9,6362.975,4281.625,18
139116587#0,4515.76,3302.33,12
139116587#1,4534.62,3304.3050000000003,12
139116587#2,4627.3525,3308.6925,12
139116587#3,4815.4575,3321.235,12
139116588#0,6049.696666666667,4351.38,18
139116588#1,6044.490000000001,4333.573333333333,18
139116588#10,5938.610000000001,4135.110000000001,18
139116588#2,6034.745000000001,4315.795,18
139116588#3,6022.7,4290.895,18
139116588#4,6009.965,4264.455,18
139116588#5,5990.58,4223.415,18
139116588#6,5972.67,4185.3,18
139116588#7,5965.49,4170.295,18
139116588#8,5958.875,4156.094999999999,18
139116588#9,5953.816666666667,4144.91,18
139116590#0,6146.623333333334,4474.176666666666,18
139116590#2,6106.905000000001,4494.605,18
139116590#3,6084.855,4504.765,23
139116590#4,6070.875,4511.594999999999,18
139116590#5,6058.255,4518.145,23
139116590#6,6043.77,4525.445,23
139116590#7,6031.665,4531.46,23
139116590#8,6021.16,4536.685,23
139116590#9,5947.098,4570.652,23
149136359#0,3245.35,1133.263333333333,0
149136360#0,3323.33,1080.7833333333333,0
149136360#2,3171.623333333333,1003.2566666666668,0
151175220#0,3507.4700000000003,4486.615,15
151175220#1,3457.15,4497.8875,20
151175222#0,3001.907777777777,4138.178333333333,15
151175222#10,3318.393333333333,3879.933333333333,15
151175222#12,3332.375,3733.51,15
151175222#13,3336.05,3693.515,15
151175222#14,3338.883333333333,3657.78,15
151175222#4,3246.97,4046.163333333333,15
151175222#6,3296.7940000000003,4014.058,15
151175222#8,3308.14,3984.2966666666666,15
151175223#0,3331.026666666666,4163.876666666667,15
151175223#10,3223.3525,4204.95,15
151175223#2,3353.08,4224.57,15
151175223#3,3379.6800000000003,4314.475,15
151175223#4,3383.034,4427.822,15
151175223#6,3315.3975,4439.4225,15
151175223#8,3259.87,4343.875,15
151175223#9,3240.925,4266.76,15
151175230#0,3178.6040000000003,3795.37,15
151175231,3528.34,4547.98,21
151175236#0,3378.88,4604.295,20
151175236#1,3346.755,4610.48,20
151175236#2,3297.505,4619.795,20
151175237,3533.7,4218.6,15
151175242#0,3510.3,4253.200000000001,15
151175242#1,3570.5,4239.535,15
151175244#0,3509.12,4521.735000000001,20
151175244#1,3564.515,4507.094999999999,21
151175245#0,3255.903333333333,4561.403333333333,20
151175245#2,3265.0600000000004,4609.925,20
151175245#3,3271.495,4644.94,20
151175245#4,3277.6666666666665,4724.153333333333,20
151175247#0,3309.7433333333333,4374.19,15
151175247#2,3353.6966666666667,4363.416666666667,15
151175252#0,3638.045,4551.57,21
151175252#1,3577.425,4566.57,21
151175252#2,3522.49,4580.47,21
151175253#0,3492.4700000000003,4508.37,20
151175253#1,3503.35,4554.15,20
151175253#2,3520.195,4629.955,20
151175253#3,3533.1000000000004,4688.48,20
151175253#4,3542.4833333333336,4738.57,20
151175254#0,3597.95,4482.71,16
151175254#1,3609.08,4525.56,21
151175254#2,3628.2,4607.38,21
151175258#1,3691.896666666667,4453.18,16
151175261,3702.2175,4386.9575,16
151175267#0,3159.51,3767.105,15
151175267#1,2987.8483333333334,3883.116666666667,15
151175269#0,3520.06,4452.165,16
151175269#1,3494.87,4345.415,15
151175269#2,3473.48,4248.780000000001,15
151175269#4,3462.23,4181.51,15
151175271#0,3589.9375,4165.8725,15
151175271#2,3600.33,4218.530000000001,15
151175271#3,3614.7533333333336,4301.306666666666,16
151175272#0,3333.2666666666664,4282.599999999999,15
151175272#2,3299.7000000000003,4291.106666666667,15
151175272#4,3265.525,4301.255,15
151175272#5,3230.9966666666664,4308.1866666666665,15
151175272#7,3201.73,4293.945,15
151175272#8,3211.3925,4246.04,15
151175275#1,3498.8725,4442.270833333333,15
151175277,3387.04,3765.46,15
151175279,3489.8372727272726,4458.931818181818,15
152333575#0,2986.181666666667,4685.915,20
152333575#1,3180.504,4675.88,20
152333575#2,3305.05,4661.34,20
152333575#3,3357.365,4655.715,20
152333575#4,3392.815,4652.125,20
152333575#5,3436.245,4643.835,20
152333606#0,3238.73,4461.795,15
152333606#1,3233.646666666666,4402.026666666667,15
152343297#0,5856.37875,3844.41625,18
152343300#0,6444.558571428572,3761.05,19
154082985,6506.107,5860.604,28
154082988#0,6410.366666666666,5506.163333333333,28
154082988#1,6387.37,5513.08,23
154082988#2,6359.636,5492.176,28
154082988#3,6320.36,5375.77,23
154083062#0,6172.896666666667,4497.58,18
154083062#2,6159.335,4447.965,18
154083062#3,6150.33,4412.135,18
154083062#4,6143.79,4387.254999999999,18
154083062#5,6136.156666666667,4348.843333333333,18
154125441,4611.585,2449.284166666667,7
154125442,4617.649285714286,2451.768571428572,7
154125452#0,4597.593333333333,2371.096666666667,7
154125452#1,4602.9366666666665,2304.88,6
154125453,4629.495,2543.49,12
154125456#0,4662.56,2573.1175000000003,12
154125458#0,4734.985000000001,2616.555,12
154125458#2,4723.198,2535.946,12
154125460,4202.66875,2296.77375,6
154125462,3984.826666666667,1023.3222222222222,1
154800477#0,6612.753999999999,3313.732,14
154800477#1,6660.27,3264.145,14
154800477#10,5992.08,2952.09,13
154800477#2,6652.525,3157.485,14
154800477#3,6637.036666666667,2946.536666666667,14
154800477#4,6625.665,2836.85,14
154800477#5,6618.945,2733.15,14
154800477#6,6613.715,2648.325,14
154800477#7,6469.276666666668,2555.893333333333,14
154800477#8,6082.902,2671.459,13
154800477#9,6056.67,2946.8450000000003,13
154800479#0,6156.385,3353.0475,13
154800479#1,6263.0650000000005,3345.505,13
154800479#10,6477.195,2920.88,14
154800479#11,6383.203333333334,2834.2233333333334,13
154800479#2,6298.030000000001,3342.56,13
154800479#3,6370.5,3336.465,13
154800479#4,6451.92,3340.992,14
154800479#5,6511.908,3335.398,14
154800479#6,6524.663333333333,3309.9666666666667,14
154800479#7,6514.86,3238.105,14
154800479#8,6495.844999999999,3090.86,14
154800479#9,6482.5,2984.465,14
154800483#0,6246.264999999999,3323.88,13
154800483#1,6237.1,3195.07,13
154800485#0,6986.200000000001,4104.305,19
154800485#1,6933.503333333333,4107.17,19
154800493,5787.6900000000005,4501.295,18
154800496,6868.48,3919.405,19
154800498#0,5657.49,4509.92,18
154800498#2,5651.344999999999,4478.26,18
154800501,5649.435,4566.475,23
154800503,6862.9,3886.145,19
154800507#0,6345.683333333333,3894.7666666666655,18
154800517,5666.67,4544.514999999999,23
154800520#0,6382.815,3304.4225,13
154800520#2,6259.844999999999,3299.87,13
154800521,6522.152,2812.678,14
154800523,6574.23,4074.39,19
154800525#0,6662.891666666666,3920.0033333333336,19
154800530#0,6119.346666666667,3973.491666666667,18
154800531#0,6665.889999999999,3952.368,19
154800535#0,6764.055,4500.665,19
154800535#1,6759.715,4481.935,19
154800535#2,6756.555,4468.285,19
154800535#3,6752.15,4449.3,19
154800535#4,6749.1,4425.38,19
154800535#5,6750.223333333332,4395.51,19
154800540#0,6330.21,4213.895,18
154800540#1,6317.343333333333,4180.116666666666,18
154800540#3,6273.860000000001,4084.79,18
154800540#4,6240.296666666666,3985.39,18
154800540#5,6262.674999999999,3965.53,18
154800541#0,6955.29,4216.71,19
154800542#0,6664.235000000001,3935.1716666666666,19
154800543#0,5791.083333333333,4572.09,23
154800543#1,5827.455,4570.43,23
154800544#0,6666.963333333333,3969.366666666667,19
154800545#0,6484.844999999999,2865.175,14
154800545#1,6505.360000000001,2863.7650000000003,14
154800545#2,6555.780000000001,2859.865,14
154800547#0,5746.82,4626.313333333333,23
154800547#2,5725.3533333333335,4577.579999999999,23
154800547#3,5708.981666666667,4548.91,23
154800554#0,6666.965,3902.9366666666665,19
154800556#0,6317.295,3942.33,18
154800556#1,6448.253333333333,3888.33,19
154800558#1,6800.56,3799.81,19
154800558#2,6850.645,3758.485,19
154800558#3,6880.575000000001,3753.23,19
154800564#0,6840.435,3889.42,19
154800564#1,6839.325000000001,3860.76,19
154800564#3,6837.823333333334,3821.43,19
154800564#4,6839.139999999999,3780.2533333333336,19
154800565#0,6072.123333333333,3003.85,13
154800565#1,6079.326666666667,3119.14,13
154800567#0,6833.025,3915.1,19
154800567#1,6854.51,3913.43,19
154800567#3,6879.42,3910.115,19
154800570#0,5637.8675,4604.3575,23
