RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
85,988,6909.92,2346.25,-85.8034,2136.654531860618,2136.6
85,988,6909.94,2346.26,-85.8037,2160.154518860715,2160.1
85,988,6909.99,2346.27,-85.8044,2160.254492860901,2160.2
85,988,6910.06,2346.28,-85.8055,2160.3543106614,2160.3
85,988,6910.15,2346.31,-85.807,2160.454505861504,2160.4
85,988,6910.26,2346.33,-85.8088,2160.554518861899,2160.5
85,988,6910.4,2346.36,-85.811,2160.654492862349,2160.6
85,988,6910.56,2346.4,-85.8135,2160.754505862848,2160.7
85,988,6910.74,2346.44,-85.8164,2160.854479863391,2160.8
85,4054,6908.19,2345.87,-104.085,2162.854284836708,2162.8
85,4054,6908.6,2345.96,-85.7824,2162.954284837043,2162.9
85,4054,6909.03,2346.06,-85.7892,2163.054310837395,2163.0
85,4054,6909.48,2346.16,-85.7963,2163.154297837765,2163.1
85,4054,6909.94,2346.26,-85.8037,2163.25432383815,2163.2
85,4054,6910.42,2346.37,-85.8113,2163.354323838549,2163.3
85,5194,6908.05,2345.84,-105.53,2164.800149019809,2164.8
85,5194,6908.67,2345.98,-85.7835,2164.900149021164,2164.9
85,5194,6909.31,2346.12,-85.7936,2165.000149022517,2165.0
85,5194,6909.96,2346.26,-85.8039,2165.100148809745,2165.1
85,5194,6910.62,2346.41,-85.8145,2165.200149025382,2165.2
