RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
55,5476,5730.31,1282.17,-107.896,770.754277129112,770.7
105,5680,5959.14,2806.86,-129.495,770.85470072189,770.8
105,5680,5958.21,2806.5,-129.158,770.90014872364,770.9
105,5680,5957.27,2806.14,-110.833,771.00014880634,771.0
105,5680,5956.31,2805.78,-110.517,771.100148806795,771.1
105,5680,5955.33,2805.41,-110.199,771.200148743061,771.2
105,5680,5954.34,2805.03,-109.88,771.354518735821,771.3
105,5680,5953.33,2804.64,-109.561,771.400148828881,771.4
105,5680,5952.31,2804.26,-109.242,771.554479745054,771.5
105,5680,5951.28,2803.86,-108.923,771.600148924318,771.6
105,5680,5950.23,2803.47,-108.603,771.700148754836,771.7
85,4696,6909.92,2346.25,-85.8034,771.800142253598,771.8
105,5680,5949.17,2803.06,-108.284,771.85446675998,771.8
105,5680,5948.09,2802.65,-107.964,771.90014894492,771.9
105,5680,5946.99,2802.23,-107.611,772.000148826848,772.0
105,5680,5945.88,2801.81,-107.211,772.100148727081,772.1
105,4462,5959.76,2807.09,-129.725,772.154531651565,772.1
105,4462,5958.77,2806.72,-129.361,772.254466654265,772.2
105,5680,5944.76,2801.38,-106.81,772.254661732045,772.2
105,4462,5957.77,2806.33,-110.999,772.354518657019,772.3
105,4462,5956.75,2805.95,-110.661,772.454479659816,772.4
105,4462,5955.71,2805.55,-110.324,772.554544662634,772.5
105,4462,5954.67,2805.15,-109.986,772.654713665483,772.6
105,4462,5953.6,2804.75,-109.647,772.754700828026,772.7
105,4462,5952.52,2804.34,-109.307,772.854466671419,772.8
105,4462,5951.41,2803.92,-108.965,772.954479674499,772.9
105,5680,5936.64,2797.9,-127.228,772.954674759626,772.9
105,4462,5950.29,2803.49,-108.621,773.054687844334,773.0
105,4462,5949.15,2803.06,-108.28,773.154700850564,773.1
105,4462,5948.0,2802.62,-107.939,773.254544684002,773.2
105,4462,5946.84,2802.17,-107.555,773.354531687288,773.3
105,4462,5945.66,2801.73,-107.131,773.454518690609,773.4
105,4462,5944.47,2801.27,-124.858,773.554713782302,773.5
105,4462,5943.27,2800.76,-125.222,773.654518697533,773.6
105,4462,5942.07,2800.24,-125.582,773.754518701118,773.7
105,4462,5940.85,2799.72,-125.942,773.854492704756,773.8
105,4462,5939.62,2799.19,-126.315,773.95451870845,773.9
105,4462,5938.37,2798.65,-126.7,774.054492712204,774.0
105,4870,5953.29,2804.63,-109.548,774.054700734211,774.0
105,5680,5922.53,2791.62,-113.19,774.054895915533,774.0
105,4462,5937.11,2798.1,-127.085,774.154505715991,774.1
105,4462,5935.84,2797.55,-127.469,774.254479719847,774.2
105,4462,5934.55,2796.99,-127.854,774.35449272374,774.3
105,4462,5933.24,2796.43,-128.238,774.454531727698,774.4
105,4462,5931.92,2795.86,-128.622,774.554492731694,774.5
105,4462,5930.6,2795.26,-127.857,774.654518735779,774.6
105,2452,5959.52,2807.0,-129.635,774.754310565792,774.7
105,4462,5929.26,2794.66,-109.309,774.754505739919,774.7
105,2452,5958.38,2806.57,-129.217,774.854310567948,774.8
105,4462,5927.91,2794.05,-110.112,774.854505744132,774.8
105,2452,5957.22,2806.12,-110.817,774.954284570149,774.9
105,4462,5926.54,2793.43,-110.913,774.954479748426,774.9
105,2452,5956.04,2805.68,-110.431,775.054310572399,775.0
105,4462,5925.15,2792.8,-111.713,775.054544752774,775.0
105,2452,5954.86,2805.23,-110.049,775.154271574688,775.1
105,4462,5923.75,2792.17,-112.509,775.154505757188,775.1
105,2452,5953.66,2804.77,-109.667,775.25428457702,775.2
105,4462,5922.33,2791.53,-113.3,775.254479761653,775.2
105,2452,5952.45,2804.31,-109.286,775.354310579403,775.3
105,4462,5920.9,2790.89,-114.093,775.354505766195,775.3
105,2452,5951.23,2803.84,-108.907,775.454297581828,775.4
105,4462,5919.45,2790.23,-114.896,775.45451877082,775.4
105,2452,5949.98,2803.37,-108.528,775.554310584312,775.5
105,4462,5918.02,2789.5,-115.705,775.554518775635,775.5
105,2452,5948.73,2802.89,-108.152,775.65428458684,775.6
105,4462,5916.57,2788.77,-116.115,775.65449278052,775.6
105,2452,5947.45,2802.41,-107.776,775.754310589427,775.7
105,4462,5915.11,2788.03,-116.113,775.754531785457,775.7
105,2452,5946.16,2801.92,-107.311,775.854284592062,775.8
105,4462,5913.63,2787.28,-116.089,775.854518790438,775.8
105,4870,5929.09,2794.58,-109.415,775.900148812385,775.9
105,2452,5944.85,2801.42,-106.845,775.954284594755,775.9
105,4462,5912.14,2786.53,-116.066,775.954479795488,775.9
105,4870,5927.69,2793.95,-110.24,776.000148817254,776.0
105,2452,5943.54,2800.88,-125.141,776.054284597601,776.0
105,4462,5910.64,2785.76,-116.044,776.054492800599,776.0
105,2452,5942.22,2800.31,-125.537,776.154297600573,776.1
105,4462,5909.11,2784.99,-116.025,776.154505805757,776.1
105,2452,5940.89,2799.73,-125.932,776.254271603601,776.2
105,4462,5907.61,2784.15,-116.068,776.254492811095,776.2
105,2452,5939.55,2799.15,-126.339,776.354284606662,776.3
105,4462,5906.12,2783.26,-116.168,776.354518816602,776.3
105,2452,5938.18,2798.56,-126.758,776.45431060979,776.4
105,2452,5936.82,2797.97,-127.175,776.554297612955,776.5
105,2452,5935.43,2797.37,-127.591,776.654297616183,776.6
105,2452,5934.03,2796.77,-128.006,776.754310619457,776.7
105,2452,5932.61,2796.16,-128.421,776.854284622794,776.8
105,2452,5931.19,2795.53,-128.373,776.954310626206,776.9
105,2452,5929.76,2794.89,-127.086,777.054271629697,777.0
105,2452,5928.32,2794.23,-109.869,777.154271633249,777.1
105,2452,5926.86,2793.57,-110.726,777.254310636865,777.2
105,2452,5925.38,2792.91,-111.578,777.354310640532,777.3
105,2452,5923.89,2792.24,-112.428,777.454297644269,777.4
105,2452,5922.38,2791.56,-113.271,777.554297648057,777.5
105,2452,5920.86,2790.87,-114.115,777.654297651914,777.6
105,2452,5919.32,2790.16,-114.97,777.754271655862,777.7
105,2452,5917.81,2789.4,-115.824,777.854284659989,777.8
105,2452,5916.3,2788.63,-116.118,777.954310664127,777.9
105,2452,5914.79,2787.87,-116.108,778.054271668273,778.0
105,3580,5930.33,2795.14,-127.611,778.100149036009,778.1
105,2452,5913.29,2787.11,-116.083,778.154284672426,778.1
105,3580,5928.87,2794.48,-109.54,778.200149038752,778.2
