RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
60,2296,6837.95,943.199,-116.153,1640.100140362134,1640.1
60,2296,6838.83,943.196,-115.697,1640.200140360257,1640.2
60,2296,6839.7,943.193,-115.232,1640.300140358391,1640.3
60,2296,6840.57,943.19,-114.768,1640.400140356549,1640.4
60,2296,6841.44,943.188,-114.299,1640.500140354717,1640.5
60,2296,6842.31,943.185,-113.825,1640.600140352906,1640.6
60,2296,6843.18,943.182,-113.35,1640.700140351112,1640.7
60,2296,6854.15,942.91,-106.977,1640.800140330595,1640.8
60,2296,6856.13,942.827,-88.8355,1640.900140327312,1640.9
60,2296,6858.11,942.744,-88.7284,1641.000140324149,1641.0
60,2296,6860.1,942.661,-88.5987,1641.100140321097,1641.1
60,2296,6862.07,942.578,-88.4839,1641.200140318183,1641.2
60,2296,6864.05,942.495,-88.3694,1641.300140315396,1641.3
60,2296,6866.04,942.411,-88.2437,1641.400140312736,1641.4
60,2296,6868.02,942.328,-88.1112,1641.500140310222,1641.5
60,2296,6870.0,942.245,-87.9775,1641.600140307843,1641.6
60,2296,6871.98,942.162,-87.8389,1641.700140305612,1641.7
60,2296,6873.97,942.079,-87.6895,1641.800140303524,1641.8
60,2296,6875.96,941.996,-87.5287,1641.900140301592,1641.9
60,2296,6877.94,941.912,-87.3537,1642.000140299822,1642.0
60,2296,6879.93,941.829,-87.1642,1642.100140298207,1642.1
60,2296,6881.91,941.746,-86.9657,1642.200140296758,1642.2
60,2296,6883.89,941.663,-86.775,1642.300140295477,1642.3
60,2296,6885.88,941.58,-86.5866,1642.400140294363,1642.4
60,2296,6887.86,941.497,-86.4045,1642.50014029342,1642.5
60,2296,6889.84,941.414,-86.2333,1642.600140292651,1642.6
60,2296,6891.83,941.33,-86.0973,1642.700140292054,1642.7
60,2296,6893.81,941.247,-85.9816,1642.800140291634,1642.8
60,2296,6895.8,941.164,-85.8812,1642.900140291391,1642.9
60,2296,6897.78,941.081,-85.7988,1643.000140291324,1643.0
60,2296,6899.76,940.998,-85.7746,1643.100140291435,1643.1
60,2296,6901.74,940.915,-85.843,1643.200140291721,1643.2
60,2296,6903.72,940.832,-85.9559,1643.300140292184,1643.3
60,2296,6905.7,940.749,-86.1006,1643.400140292821,1643.4
60,2296,6907.68,940.666,-86.2585,1643.500140293632,1643.5
60,2296,6909.66,940.583,-86.4238,1643.600140294617,1643.6
60,2296,6911.65,940.499,-106.47,1643.700140295772,1643.7
60,2296,6913.63,940.416,-110.145,1643.800140297094,1643.8
60,2296,6915.62,940.333,-112.958,1643.900140298585,1643.9
60,2296,6917.6,940.25,-115.172,1644.000140300234,1644.0
60,2296,6919.58,940.167,-116.991,1644.100140302039,1644.1
