rid,x,y
-164410345#3,4093.9700000000003,3999.7799999999997
-164410346#0,4272.67,3675.325
-164410346#2,4269.376666666667,3728.24
-168663976#1,4544.88,4088.0766666666664
-168663978,4020.5,4050.75
-168663979,3949.5,3961.9700000000003
-168663981,3383.066666666667,3994.1633333333334
-168663983,4386.41,3950.495
-168663986#1,4280.053333333333,4076.653333333333
-168663992,4060.505,4061.02
-168663993#1,3941.436,4026.56
-168663993#2,4002.7425000000003,4026.425
-168663993#3,4047.77,4028.1299999999997
-168663993#4,4075.925,4033.45
-168663993#5,4124.4400000000005,4039.92
-168663994#1,4043.0550000000003,3992.73
-168663995#2,3647.344,4089.398
-168663996#0,3422.695,4241.790000000001
-168663996#1,3449.585,4234.395
-168663997#0,3998.67,4056.575
-168663998#1,3783.142,4082.1099999999997
-168664000,4090.2066666666665,4061.7233333333334
-168664006#2,3897.8875,4082.11
-168664008#0,3452.9375,4042.48
-168664008#3,3449.603333333333,3896.2533333333336
-168664008#5,3443.2275,3700.265
-168683398,4044.2349999999997,5684.785
-168683399,4155.885,5657.325000000001
-168683406,3982.0950000000003,5837.1900000000005
-168683408,3956.895,5835.72
-168683410,3278.7333333333336,5746.743333333333
-168683414#1,3288.0266666666666,5635.173333333333
-168683414#10,3311.3175,5352.1900000000005
-168683414#12,3309.17,5300.366666666667
-168683414#13,3309.27,5265.98
-168683414#14,3307.87,5229.030000000001
-168683414#15,3305.69,5169.5
-168683414#17,3300.6175,5109.125
-168683414#3,3294.855,5552.3175
-168683414#5,3299.015,5510.82
-168683414#7,3309.3766666666666,5419.086666666667
-168683417#0,4178.37,5609.33
-168683417#1,4174.855,5645.655
-168683417#2,4169.4400000000005,5700.445
-168683418#0,4139.675,5607.275
-168683418#1,4136.280000000001,5642.5650000000005
-168683418#2,4131.465,5691.49
-168683424#0,4038.1220000000003,5864.018
-168683424#1,3994.9849999999997,5802.93
-168683424#2,3973.12,5801.53
-168683424#4,3949.4300000000003,5817.3075
-169691270#1,6273.329999999999,3592.78
-169691271#1,6257.156666666667,3551.403333333333
-169691273#0,6162.125,3560.0
-169691273#1,6202.775,3544.4049999999997
-169691275#0,6200.35,3538.09
-169691275#1,6241.26,3542.7
-169691275#2,6254.23,3576.23
-169691275#3,6266.695,3608.475
-169811754#1,3490.7183333333337,5811.6483333333335
-169811760#1,3461.5116666666668,4828.335
-169811788,3309.1200000000003,5838.68
-169811812#0,3558.603333333334,5803.93
-169811812#1,3598.695,5808.505
-171018742#2,4754.694285714286,3076.9700000000003
-171018745#1,4837.3825,2849.2125
-171018748#1,4833.105,2902.2166666666667
-172359129#1,3524.4166666666665,5675.693333333334
-172359129#2,3479.585,5672.035
-172359129#3,3444.895,5670.775
-172359129#4,3417.005,5669.785
-172359529#1,3362.353333333333,5512.416666666667
-172363510#0,3644.86,5697.4075
-172363510#1,3670.875,5649.87
-172363511,3651.2749999999996,5648.835
-172363513#0,3636.855,5683.42
-172363513#1,3657.835,5684.21
-172363513#2,3681.15,5684.01
-172363514#1,3756.0400000000004,5675.453333333334
-172363515#1,3699.7333333333336,5578.4766666666665
-172363515#2,3695.865,5645.075000000001
-172363515#4,3692.8100000000004,5701.035
-172363516#0,3626.6800000000003,5647.605
-174022595#0,4692.288333333333,3685.65
-174022595#4,4702.3975,3536.6825
-174022625,4172.5650000000005,4791.54
-174022632#0,4096.628333333333,4533.0625
-174022632#1,4071.7,4485.71
-174022632#2,4067.75,4472.93
-174022632#3,4024.6299999999997,4345.486666666667
-174022632#4,3980.638,4316.868
-174022632#5,3817.4,4322.6
-174022637,4192.656666666667,4874.846666666667
-174022661,4143.7425,4543.3425
-174022665#0,4201.09,3636.415
-174022665#2,4210.706666666666,3540.7599999999998
-174022668#0,4161.73,5079.8225
-174022668#1,4100.98,5070.905000000001
-174022674#0,3114.4137499999997,3568.76375
-174022674#1,3245.9674999999997,3677.485
-174022674#3,3243.52,3729.73
-174022674#4,3237.925,3775.855
-174022674#5,3234.36,3817.42
-174022674#6,3231.24,3850.705
-174022677#0,3387.04,3765.46
-174022677#1,3312.1099999999997,3757.745
-174022677#4,3253.646666666667,3752.0833333333335
-174022677#6,3221.83,3748.61
-174022677#8,3175.4499999999994,3726.433333333333
-174022679#0,3403.594,3642.584
-174022679#2,3509.065,3635.1025
-174022681#0,3397.8611111111113,3529.3022222222226
-174022681#1,3535.866666666667,3542.7766666666666
-174022682#0,3447.9283333333333,3596.905
-174022682#1,3477.17,3491.0066666666667
-174402749#0,4102.135714285714,2574.1185714285716
-174402749#2,4003.4700000000003,2587.3033333333333
-174402749#4,3967.1633333333334,2524.258333333333
-174402775#1,4526.546666666666,2686.396666666667
-174402786#0,3948.925,2488.965
-174402786#2,3935.4366666666665,2508.5333333333333
-174402789#2,4095.058,2639.208
-174402805#2,4459.3550000000005,2638.9083333333333
-174405492,3972.9,1506.585
-184250105#0,5293.658,2822.934
-184250105#1,5260.616,2886.118
-184250105#2,5166.3150000000005,2857.81
-184250107,5324.58,2864.83
-184250110#0,4889.675,2649.6549999999997
-184250110#2,4861.593333333333,2648.4666666666667
-184250111#0,5231.38,2791.19
-184250111#1,5227.145,2835.62
-184250112#2,3955.5699999999997,3414.7433333333333
-184250112#3,3814.05,3399.94
-184314029#1,4114.356666666667,3669.646666666667
-184314029#3,4047.015,3661.375
-184314029#5,3997.3325,3686.2025
-184314037,4228.165,4009.955
-184314039#0,4357.34,3898.6549999999997
-184314039#2,4311.43,3895.8266666666664
-184314042#2,4178.4425,3708.12
-184314042#3,4184.92,3661.96
-184314043#1,3265.7666666666664,3703.263333333334
-184314043#2,3317.505,3709.01
-184314046#0,3269.46,3779.3
-184314046#2,3249.0775,3852.6375
-184314048#1,3266.89,3669.933333333333
-184314048#2,3320.15,3678.625
-184314051#1,3302.92,3657.403333333333
-184314051#2,3298.6899999999996,3690.6099999999997
-184314051#3,3296.5299999999997,3731.665
-184314056#0,3285.0425,3804.96
-184314056#2,3249.4266666666667,3802.5733333333337
-184314058#1,3537.585714285714,3932.8857142857146
-184315504#0,4059.536666666667,4150.0233333333335
-184315504#1,4091.985,4149.695
-184315504#2,4140.555,4146.335
-184315507#0,3691.896666666667,4453.18
-184315507#1,3614.67,4456.9400000000005
-184315507#2,3560.755,4470.13
-184315508#0,3457.15,4497.8875
-184315508#1,3400.25,4508.985000000001
-184315508#4,3319.5275,4526.895
-184580010#0,6806.778,1475.5220000000002
-184580010#1,6837.074285714286,1496.0928571428572
-184580012,6420.97,1083.5
-184580013,6432.43,1218.0
-184580014,6418.575,1054.125
-184580015,6425.005,1132.1
-184580016,6805.305,1429.665
-184580017#1,6371.766666666666,1369.9366666666665
-184580018#3,3562.844285714286,1220.212857142857
-184580019#1,6342.33,1311.095
-184580019#3,6301.509999999999,1392.1633333333332
-185216944,7564.360000000001,4263.330000000001
-185216947#0,7062.58,4964.085
-185216947#1,6969.24,4972.855
-185216947#10,6746.045,4995.2
-185216947#2,6938.575000000001,4975.74
-185216947#3,6918.2,4977.665
-185216947#4,6896.46,4979.98
-185216947#5,6870.335,4982.915
-185216947#6,6829.424999999999,4986.805
-185216947#7,6792.43,4991.86
-185216947#9,6760.775,4995.24
-185216951#0,7259.1875,5216.905
-185216951#1,7249.983333333333,5169.45
-185216951#2,7243.43,5140.860000000001
-185216951#3,7230.025,5099.98
-185216951#4,7215.9349999999995,5054.885
-185216951#5,7205.525,5019.41
-185216951#6,7194.39,4978.4400000000005
-185216951#7,7159.155,4954.75
-185216955,7214.33,5180.285
-185216957,7211.863333333334,5127.259999999999
-185216960,6960.085,4006.4750000000004
-185216961,7189.950000000001,5081.195
-185216962,7180.235000000001,5041.115
-185216963,7031.796666666666,4060.8433333333337
-185216964,7211.27,5163.465
-185216966,6489.486666666667,3360.2333333333336
-185216969#0,7290.9349999999995,5585.950000000001
-185216969#1,7324.365,5580.530000000001
-185216975#1,6625.616666666666,4014.7466666666664
-185216975#10,6609.965,4243.645
-185216975#13,6607.97,4281.08
-185216975#14,6605.115,4304.825000000001
-185216975#16,6603.32,4382.8675
-185216975#3,6620.546666666666,4095.2166666666667
-185216975#5,6617.986666666667,4127.38
-185216975#6,6614.713333333333,4162.303333333333
-185216975#8,6612.34,4200.805
-185216975#9,6609.795,4218.219999999999
-185217010#17,7224.849743589744,4901.335641025641
-185298450,5980.316666666667,4333.403333333333
-185899020,6193.4400000000005,1790.1950000000002
-189476427#1,5980.136666666666,3952.486666666667
-189476434#0,5940.3150000000005,3938.77
-189476434#1,5952.995,3972.0150000000003
-189476435#0,5964.176666666666,3962.2066666666665
-189476435#1,5959.93,3929.25
-190433592#1,6094.986666666667,4797.77
-190433593#1,5743.1175,4897.8925
-190433594,6112.66,4792.615
-190433595#1,5819.356666666667,4851.224999999999
-190433596#1,6051.88,4837.016666666666
-190433596#2,6026.5,4829.325
-190433597,6083.87,4759.8099999999995
-190433599#0,6131.0,4738.17
-190433599#2,6196.223333333332,4719.053333333333
-190433600#1,5588.863333333334,4928.2699999999995
-190433601#1,5875.99,4865.21
-190433601#2,5847.715,4817.0599999999995
-190433601#4,5815.75,4769.893333333333
-190433602#1,5665.623333333333,4867.9766666666665
-190433602#2,5704.754999999999,4851.389999999999
-190433602#3,5721.025,4842.805
-190433604#2,6187.44,4686.686666666667
-190433604#4,6065.985,4721.4825
-190433605#1,5774.303333333333,4882.46
-190433605#2,5738.745000000001,4813.68
-190433605#3,5718.264999999999,4802.245
-190433605#4,5703.360000000001,4809.4400000000005
-190433605#6,5687.88,4818.753333333333
-190433605#8,5655.525,4833.719999999999
-190433606#0,5684.1849999999995,4840.485000000001
-190433606#1,5701.73,4871.799999999999
-190433606#3,5725.996666666667,4908.21
-190433608#1,5906.618333333333,4852.065
-190433608#3,6000.313333333333,4802.696666666667
-190433609#0,5722.48,4882.25
-190433609#1,5733.349999999999,4860.64
-190433609#3,5716.639999999999,4818.656666666667
-190433610#1,6078.256666666667,4823.2
-190433610#2,6112.12,4810.629999999999
-190433610#4,6155.7575,4799.635
-190433610#6,6205.9425,4790.0
-190433613#1,6041.793333333334,4814.633333333333
-190433613#4,5981.5599999999995,4846.864
-190433614#1,6202.5125,4750.0125
-190433614#4,6133.0,4769.5275
-190433614#5,6101.07,4776.725
-190433614#6,6091.219999999999,4779.54
-190433614#8,6058.286666666667,4790.193333333334
-190552056#10,5520.082,5126.372
-190552056#11,5528.955,5062.105
-190552056#13,5532.693333333334,5006.95
-190552056#2,5437.6720000000005,5748.034
-190552056#5,5463.565,5529.3525
-190552056#8,5500.152,5252.608
-195203470#2,6271.0525,4413.3625
-197530510#1,6015.186666666667,4045.01
-197530510#2,5955.77,4065.085
-197530513#1,5987.486,4119.728
-197530529#0,5509.485000000001,4850.275
-197530529#1,5510.033333333333,4938.5
-197530538#0,6192.785,4376.755
-197530538#1,6172.885,4339.005
-197530539#1,5408.01,4704.003333333333
-197656228#1,5113.719,4660.386
-197656228#2,5067.240000000001,4543.64
-197656229#0,5057.923333333333,4552.383333333333
-197656229#1,5046.6125,4460.0875
-197657446#0,5404.0599999999995,4576.469999999999
-197657446#1,5414.236666666667,4594.7733333333335
-197657446#2,5423.77,4616.045
-197657452#0,5058.65,4511.955
-197657452#1,5077.0216666666665,4465.400000000001
-197657455#0,5209.75,4656.835
-197657455#1,5221.33,4681.425
-197657455#2,5229.575000000001,4700.525
-198247826,5025.225,5428.84
-199918165#1,5459.6475,4984.4425
-201348369#1,7074.695,5829.761666666666
-201348369#2,7069.275,5916.43
-201348370,7196.3966666666665,5686.506666666667
-201348371#2,7135.638333333333,5853.5199999999995
-201348372,7009.583333333333,5735.626666666667
-201365794#1,4386.875714285715,3723.3228571428576
-208649513#0,7305.248888888889,5870.254444444445
-208649513#1,7299.155,5788.985
-208649513#10,7212.575,5351.3150000000005
-208649513#11,7204.165,5309.13
-208649513#12,7189.235000000001,5231.76
-208649513#13,7177.96,5173.21
-208649513#14,7173.17,5147.645
-208649513#15,7165.1849999999995,5106.18
-208649513#16,7155.255,5063.515
-208649513#18,7147.05,5022.5
-208649513#2,7286.9766666666665,5734.296666666666
-208649513#20,7137.623333333333,4980.2733333333335
-208649513#21,7129.355,4934.725
-208649513#22,7122.735000000001,4902.795
-208649513#23,7119.29,4885.27
-208649513#24,7112.754999999999,4850.045
-208649513#25,7096.32,4767.263333333333
-208649513#27,7084.795,4700.155
-208649513#28,7080.77,4665.98
-208649513#3,7268.825,5630.795
-208649513#4,7254.395,5552.1900000000005
-208649513#5,7243.0650000000005,5491.24
-208649513#6,7234.175,5454.1900000000005
-208649513#8,7221.495,5397.485000000001
-208649513#9,7216.975,5371.495
-220552215#0,3865.4700000000003,5471.165
-220552215#1,3860.5600000000004,5533.325
-220560936,6113.0125,4978.755
-220560937,6066.3150000000005,4955.89
-220560938,5816.795,5134.030000000001
-220560939#0,5824.54,5023.7925
-220560939#1,5835.16,5051.735000000001
-220560939#2,5847.373333333333,5131.463333333333
-220560940,6251.11,4881.110000000001
-220560941#0,5901.593333333333,5042.84
-220560941#1,5899.705,5020.12
-220560941#2,5909.9400000000005,5013.755
-220560942#1,5806.026666666666,4949.296666666666
-220560942#2,5807.7733333333335,5033.443333333334
-220560943,5819.395,5233.745000000001
-220560944#0,5792.905000000001,5298.39
-220560944#1,5794.985000000001,5231.695
-220560945#0,5805.73,5273.69
-220560945#1,5822.513333333333,5292.843333333333
-221267952,6900.62,4812.056666666667
-22562407#10,3498.9139999999998,4852.09
-22562407#11,3615.9466666666667,4856.776666666667
-22562407#12,3662.25,4860.14
-22562407#13,3722.425,4862.43
-22562407#14,3766.895,4864.12
-22562407#15,3805.215,4864.030000000001
-22562407#18,3862.14,4866.106666666667
-22562407#20,4025.145,4871.0275
-22562407#22,4114.653333333333,4873.786666666667
-22562407#23,4159.639999999999,4876.5
-22562407#3,2855.862,5197.356
-22562407#5,3210.59,4988.202499999999
-22562407#8,3388.1583333333333,4892.283333333334
-228056323#1,6904.245,4225.25
-228056323#2,6907.360000000001,4186.360000000001
-228056323#4,6911.67,4136.045
-228056323#6,6915.415,4088.51
-228056325#1,6232.873333333333,4842.303333333333
-228056325#10,5956.735000000001,4883.17
-228056325#11,5929.32,4892.335
-228056325#13,5903.945,4896.375
-228056325#14,5885.71,4894.405000000001
-228056325#15,5862.155,4898.105
-228056325#16,5822.79,4909.13
-228056325#18,5776.6849999999995,4916.735000000001
-228056325#2,6194.91,4844.1
-228056325#23,5720.265,4926.425
-228056325#24,5691.575,4926.635
-228056325#26,5665.736666666667,4936.19
-228056325#3,6177.755,4847.195
-228056325#4,6157.88,4850.7
-228056325#5,6129.969999999999,4855.36
-228056325#6,6102.014999999999,4864.745
-228056325#8,6057.54,4872.014999999999
-228056325#9,6002.295,4875.99
-228076693#0,3591.605,4899.37
-228076693#1,3589.84,4955.05
-228076693#3,3589.846666666667,4997.956666666667
-228076693#5,3587.6766666666663,5066.346666666667
-228076698#0,4260.0175,4557.265
-228076698#10,4181.215,4159.35
-228076698#12,4173.54,4120.4349999999995
-228076698#14,4162.49,4066.135
-228076698#15,4159.3150000000005,4024.81
-228076698#2,4251.34,4514.246666666667
-228076698#3,4240.0650000000005,4449.74
-228076698#4,4228.965,4394.0650000000005
-228076698#5,4216.66,4331.75
-228076698#6,4208.63,4290.0650000000005
-228076698#7,4202.7,4259.995
-228076698#8,4195.215,4222.0
-228076698#9,4188.47,4187.875
-228090234#1,6205.956666666666,4514.0233333333335
-228090234#10,6573.963333333333,4419.916666666667
-228090234#11,6632.025,4408.2
-228090234#12,6702.615,4392.635
-228090234#14,6842.196666666667,4360.05
-228090234#2,6264.344999999999,4499.825
-228090234#3,6297.48,4490.83
-228090234#5,6386.2733333333335,4466.236666666667
-228090234#7,6459.783333333333,4447.71
-228090234#8,6517.125,4435.344999999999
-228090239#1,5295.463333333333,4737.636666666666
-228090241#2,4159.883333333333,4680.028333333333
-228090246#2,3785.415,5369.92
-228090246#3,3729.395,5365.5
-228090246#4,3672.0150000000003,5362.645
-228468524#1,4107.796666666666,4924.133333333333
-228511416,4468.8099999999995,5306.42
-228511419,4499.955,4338.025
-228511420,3913.06,4224.483333333334
-228511422#0,3416.08,5428.299999999999
-228511422#1,3389.785,5423.035
-228511423#1,4992.51,4401.6875
-228511426#1,3554.5166666666664,5186.873333333333
-228511426#10,3321.8325,5274.5425
-228511426#3,3517.6766666666667,5209.953333333334
-228511426#4,3469.29,5235.395
-228511426#5,3436.41,5254.424999999999
-228511426#6,3412.34,5267.325
-228511426#7,3383.16,5268.885
-228511426#8,3355.71,5270.6849999999995
-228514822#0,5022.878,5095.934
-228514822#1,4955.32,5109.245
-228514822#11,4633.955,5137.79
-228514822#12,4616.280000000001,5133.860000000001
-228514822#13,4555.9,5126.585
-228514822#14,4451.3099999999995,5114.280000000001
-228514822#15,4339.9125,5102.6025
-228514822#16,4256.3150000000005,5090.35
-228514822#17,4213.1,5084.674999999999
-228514822#2,4906.805,5120.245
-228514822#4,4810.53,5143.716666666666
-228514822#6,4759.175,5152.03
-228514822#7,4718.1900000000005,5146.030000000001
-228514822#9,4670.923333333333,5142.32
-229240624#1,3254.4066666666663,3959.1200000000003
-229244610#1,4610.545,3856.56
-229244611#1,4448.831666666667,3767.2766666666666
-229244611#3,4409.361999999999,3898.548
-229244612#0,4835.335,3829.665
-229244612#3,4765.044,3828.042
-229244613#1,4896.210555555555,3833.9394444444447
-23243738#0,5717.405000000001,5205.24
-23243738#1,5728.030000000001,5274.82
-23243738#10,5803.733333333334,5780.663333333334
-23243738#2,5745.41,5383.296666666666
-23243738#4,5758.8099999999995,5473.629999999999
-23243738#5,5764.37,5522.65
-23243738#6,5768.245,5550.63
-23243738#7,5774.625,5594.5
-23243738#8,5780.225,5631.280000000001
-23243738#9,5785.525,5666.055
-23243740#0,6040.844999999999,5208.96
-23243740#1,6040.42,5170.700000000001
-23243740#2,6039.705,5126.674999999999
-23243740#3,6037.425,5085.15
-23243740#5,6036.49,5027.799999999999
-23243740#7,6034.0425,4912.6475
-23243742#0,6037.82,5253.035
-23243742#1,6038.18,5320.495
-23243742#2,6038.49,5372.295
-23243742#3,6038.645,5398.415
-23243742#4,6038.795,5423.65
-23288277#1,5076.146,5635.280000000001
-23288277#11,5382.016666666666,5816.0233333333335
-23288277#12,5557.55,5826.25
-23288277#4,5141.545,5663.53625
-23288277#6,5234.098333333333,5779.7266666666665
-23288277#7,5268.616666666666,5808.818333333333
-23288277#9,5328.703333333334,5813.493333333333
-23288278#1,5694.672500000001,5305.275
-23288278#2,5673.003333333334,5371.78
-23288278#3,5661.9,5424.68
-23288278#4,5659.4349999999995,5456.32
-23288278#5,5656.4349999999995,5489.045
-23288278#6,5653.860000000001,5511.465
-23288278#7,5648.280000000001,5549.93
-23288278#9,5644.0380000000005,5613.526
-23288368#0,6831.049999999999,1414.48
-23288368#1,6722.75,1424.06
-23288368#2,6595.1900000000005,1436.445
-23288386#1,5228.82,5809.288888888888
-23288437#0,5646.703333333334,5432.2
-23288437#2,5683.546666666666,5434.21
-234268630#0,5342.875,5363.605
-234268630#1,5402.594999999999,5364.245000000001
-237801848#0,5998.673333333333,5061.33
-237801848#1,5939.299999999999,5064.0
-237801848#2,5915.265,5064.945
-237801848#3,5891.77,5065.525
-237801848#4,5859.280000000001,5065.91
-237801848#5,5823.395,5068.555
-237801848#6,5791.540000000001,5073.1849999999995
-24060330#1,3408.3975,730.6675
-24294871#1,5151.086666666667,5192.796666666666
-24294874#0,5232.875,5538.92
-24294874#1,5322.255,5540.665000000001
-243799242#1,3367.772,3404.4440000000004
-24804076#0,3726.455,2801.44
-24804076#1,3765.455,2752.12
-24804076#10,4276.485000000001,2965.785
-24804076#2,3794.88,2715.285
-24804076#3,3859.4787499999998,2654.42875
-24804076#4,3919.3050000000003,2685.2200000000003
-24804076#5,3965.7250000000004,2721.9300000000003
-24804076#6,4011.08,2755.765
-24804076#8,4078.66,2808.91
-24804076#9,4152.4,2869.56
-258044916#2,5561.879999999999,5398.92
-25822382#1,3932.625,2854.8050000000003
-25822382#2,3889.35,2818.44
-25822382#3,3843.3100000000004,2781.7749999999996
-25822382#4,3800.125,2747.6000000000004
-261322015#1,3555.6299999999997,5664.3533333333335
-261322017#1,3557.2333333333336,5609.650000000001
-261322017#10,3758.6666666666665,5621.753333333334
-261322017#3,3594.035,5611.86
-261322017#4,3615.645,5614.76
-261322017#5,3625.88,5615.375
-261322017#6,3642.096666666667,5614.753333333334
-261322017#7,3660.7799999999997,5617.48
-261322017#8,3683.7749999999996,5618.855
-261322018,3476.0600000000004,5564.48
-261322459#0,4371.014999999999,4663.1925
-261322459#1,4361.96,4622.57
-261322459#3,4364.183333333333,4596.243333333333
-261322461,4464.5925,4626.7474999999995
-261322463#1,4450.606666666667,4781.776666666667
-261322463#2,4461.531666666667,4694.236666666667
-261322463#4,4475.89,4610.193333333333
-261322468,4444.595,4738.9
-261322470#0,4652.99,4699.79
-261322470#2,4627.336666666667,4699.3533333333335
-261322470#3,4573.08625,4699.0975
-261322470#4,4555.639999999999,4700.255
-261324423,3409.885,5375.92
-261325115,4348.025,5619.01
-261330736#0,3538.215,4082.52
-261330736#1,3481.33,4083.4
-261330737#0,3508.52,4074.215
-261330737#1,3509.27,4101.325
-261330738#1,3472.9466666666667,4064.16
-261330738#2,3546.6133333333332,4070.1800000000003
-261330738#4,3569.1066666666666,4101.946666666667
-261330746,4336.425,4271.09
-261330799,3187.0699999999997,4799.098333333333
-261330954,3165.296,4442.152
-261332418#0,3895.325,5375.545
-261332418#2,3858.785,5373.725
-261332418#3,3829.835,5370.6849999999995
-261332420,4087.695,5217.85
-261353065,4579.419999999999,4997.79
-261353066#1,4921.98,5579.7699999999995
-261353066#2,4911.135,5517.68
-261353067#1,4757.38,5516.860000000001
-261353067#3,4793.586666666667,5513.903333333333
-261353067#4,4846.84,5510.155
-261353067#5,4886.79,5504.08
-261353067#6,4927.55,5496.395
-261353070,4623.355,4962.035
-261363030#2,3838.7075,3943.16
-261368283,5859.03,5515.826666666667
-261368284,5797.4575,5533.8675
-261368286#1,5839.354,4457.662
-261368286#11,6100.98,4342.740000000001
-261368286#13,6144.586666666667,4323.52
-261368286#14,6170.035,4314.25
-261368286#15,6214.16,4294.764999999999
-261368286#16,6267.3150000000005,4271.1900000000005
-261368286#18,6288.899999999999,4259.753333333333
-261368286#2,5889.88,4437.816666666667
-261368286#20,6305.615,4252.52
-261368286#21,6327.38,4244.54
-261368286#22,6350.870000000001,4231.57
-261368286#23,6366.344999999999,4218.95
-261368286#24,6382.155000000001,4205.889999999999
-261368286#25,6413.825,4188.825000000001
-261368286#27,6473.505,4163.025
-261368286#29,6520.209999999999,4142.145
-261368286#3,5910.34,4430.535
-261368286#30,6556.639999999999,4129.553333333333
-261368286#32,6606.783333333333,4118.463333333333
-261368286#4,5928.57,4422.27
-261368286#5,5950.139999999999,4412.514999999999
-261368286#6,5971.385,4403.05
-261368286#7,6004.360000000001,4388.1849999999995
-261368286#8,6035.385,4372.295
-261368287,6229.0,4887.866666666666
-261368288,5811.7300000000005,5491.216666666667
-261368290#1,5739.643333333333,5001.633333333333
-261368291#1,6254.163333333333,4735.486666666667
-261368291#2,6301.245,4723.855
-261368293#2,5710.188,5572.122
-261368294,6270.358,4693.574
-261368296,5954.235,5466.59
-261368297,5747.153333333333,5224.436666666667
-261368298#0,6366.08,4761.54
-261368298#1,6328.34,4768.175
-261368298#2,6293.895,4774.235000000001
-261368298#4,6264.236666666667,4781.073333333334
-261368299,5973.445,5167.9349999999995
-261368300#0,5806.9,4448.83
-261368300#1,5798.4400000000005,4417.225
-261368300#2,5782.383333333334,4366.756666666667
-261368302,5866.625,5029.594999999999
-261368303#0,5956.866666666666,5643.759999999999
-261368303#1,5959.28,5617.975
-261368303#2,5958.033333333333,5588.139999999999
-261369982,6757.566666666666,5134.8533333333335
-261369984#1,6797.4839999999995,5784.494000000001
-261369985#0,6832.73,5111.095
-261369985#1,6818.933333333333,5104.406666666667
-261369986#1,6826.376666666667,5776.360000000001
-261369989,6618.335,4953.674999999999
-261369990#0,6621.599999999999,5527.52
-261369990#1,6584.24,5541.79
-261369990#2,6555.825,5554.9
-261369990#3,6538.34,5562.4349999999995
-261369990#4,6524.905000000001,5567.24
-261369990#5,6509.25,5571.46
-261369990#6,6494.475,5575.445
-261369990#7,6469.360000000001,5582.629999999999
-261369990#8,6448.38,5588.68
-261369991,6749.755,4949.485000000001
-261369993#1,6667.641666666666,5819.391666666666
-261371214#0,6774.01,5618.3725
-261371214#1,6769.9425,5566.6425
-261371216#2,6544.992727272727,5087.17
-261371217#0,6572.004999999999,5234.365
-261371217#1,6575.174999999999,5205.110000000001
-261371218,6907.445,5634.27
-261371220,6543.74,5205.6849999999995
-261371221,6443.74,5281.615
-261371222,7041.625,5377.3150000000005
-261371223,6812.6,5610.04
-261371226,7099.196666666667,5585.936666666666
-261472153,5657.23,5284.48
-261472154,6112.525,5356.4
-261472155,6247.502,5277.286
-261472156,5949.336666666667,5287.33
-261472157,6070.925,5412.9349999999995
-261472159,6294.173333333333,5298.873333333333
-261472160,6140.12,5412.915
-261472163,6116.76,5412.9349999999995
-261472167,5621.485000000001,5146.925
-261472168#0,6212.700000000001,5258.82
-261472168#1,6208.463333333333,5277.849999999999
-261472171#0,5598.745,5126.795
-261472171#1,5617.35,5085.0075
-261472173#0,6265.403333333333,5377.363333333334
-261472173#1,6248.66,5362.55
-261472173#2,6226.0775,5334.9025
-261472173#3,6227.27,5370.13
-261472174,6165.4766666666665,5403.323333333333
-261473607,6517.285,5004.02
-261473608#0,6425.943333333334,5179.213333333333
-261473608#1,6427.295,5206.855
-261473609#0,6891.213333333333,5463.623333333333
-261473609#1,6875.94,5492.666666666667
-261473611#2,7251.7275,5797.7525
-261473808#1,6903.995,5031.895
-261473808#2,6925.264999999999,5031.195
-261473808#3,6945.385,5029.035
-261473808#4,7048.344999999999,5019.58
-261473811#0,6911.6050000000005,5508.8325
-261473811#1,6863.6050000000005,5476.131666666667
-261473812#0,7079.885,5263.905
-261473812#1,7057.46,5266.35
-261473812#2,7034.535,5268.85
-261473812#3,7012.875,5272.825000000001
-261473812#5,6981.633333333334,5266.44
-261473812#6,6968.295,5246.9
-261473812#7,6946.043333333334,5222.84
-261473812#8,6939.25,5202.62
-261473813,6948.825000000001,5069.335
-261473815,6908.014999999999,5660.585
-261474144#0,5305.475,4139.110000000001
-261474144#2,5307.006666666667,4155.49
-261474144#3,5305.110000000001,4228.875
-261474144#5,5306.42,4298.933333333333
-261474144#6,5304.705,4321.8150000000005
-261474145#2,5293.804,4489.039999999999
-261474147#0,5261.335,4676.99
-261474147#1,5325.41,4648.225
-261474147#2,5387.85,4620.805
-261474148#1,5352.286666666667,4719.9766666666665
-261474150#0,5377.95,4598.455
-261474150#1,5315.735000000001,4626.0
-261474150#2,5251.445,4654.465
-261474151#0,5361.504999999999,4643.49
-261474151#1,5352.71,4622.965
-261474151#2,5343.01,4601.24
-261474153#0,5298.969999999999,4671.139999999999
-261474153#1,5291.415,4649.98
-261474153#2,5281.09,4626.73
-261474156#1,5448.723333333333,4691.356666666667
-261474729,5251.182,5673.754
-261474730#2,5149.804285714286,5508.861428571428
-261474742#2,6153.487999999999,5542.832
-261474751#2,5189.726000000001,5471.889999999999
-261474754#1,5178.963333333333,5630.1033333333335
-261480762#1,6331.87375,5609.9725
-261480763,6382.245,5711.905000000001
-27146087#0,3622.2299999999996,2732.2833333333333
-27146087#3,3666.2825000000003,2675.7574999999997
-27146087#8,3700.281666666667,2632.7400000000002
-286703477#1,4681.2175,4008.4700000000003
-286703477#3,4684.32,3931.056666666667
-286703477#4,4687.82,3874.87
-286703477#6,4686.256666666667,3839.0166666666664
-296471842,6981.705,2487.975
