node1,node2
1668,7553
1668,7562
1669,245
1669,3771
1669,3774
1669,3874
1669,5817
1670,281
1670,3896
1670,3897
1670,5816
1670,5818
1671,246
1671,252
1671,1020
1671,3933
1671,5817
1671,5819
1672,148
1672,3738
1672,3904
1672,4793
1672,5818
1673,680
1673,3697
1673,3714
1673,5828
1673,7948
1674,3464
1674,5630
1674,5822
1674,5837
1675,4348
1675,5616
1675,5821
1675,5823
1675,8419
1676,631
1676,1560
1676,5599
1676,5822
1676,5824
1677,1543
1677,4365
1677,5823
1677,5825
1678,648
1678,1536
1678,5824
1678,5826
1679,5592
1679,5607
1679,5791
1679,5825
1679,5827
1680,1534
1680,1551
1680,1559
1680,1648
1680,1906
1680,5826
1680,5829
1680,7671
1680,8422
1681,4396
1681,5625
1681,5820
1681,5832
1682,3002
1682,3462
1682,3466
1682,5590
1682,5615
1682,5827
1682,5830
1682,6138
1683,3341
1683,5829
1683,5831
1683,8413
1684,3355
1684,5830
1684,6501
1684,7830
1684,8264
1684,8455
1685,4371
1685,5828
1685,5833
1686,654
1686,710
1686,5832
1686,5834
1687,4416
1687,4427
1687,5833
1687,5835
1688,700
1688,4378
1688,4599
1688,5834
1688,5836
1689,661
1689,869
1689,1774
1689,2987
1689,5835
1689,5837
1690,1570
1690,5821
1690,5836
1690,5978
1690,7656
1691,1657
1691,5811
1691,5839
1692,342
1692,5838
1692,5840
1692,5879
1693,3032
1693,4007
1693,5839
1693,5841
1693,7747
1694,2928
1694,4104
1694,5840
1694,5909
1694,7746
1695,5842
1695,5897
1695,7225
1695,8470
1696,1468
1696,3198
1696,3861
1696,5844
1696,5853
1697,5128
1697,5473
1697,5843
1697,5845
1697,6263
1697,8027
1698,1326
1698,5127
1698,5844
1698,5846
1698,6262
1699,5146
1699,5845
1699,8004
1699,8020
1700,3842
1700,5847
1700,8471
1700,8473
1701,3841
1701,5842
1701,5848
1701,7235
1702,3867
1702,5847
1702,5849
1702,7234
1703,3838
1703,3866
1703,5848
1703,5850
1704,3204
1704,3837
1704,5849
1704,5851
1705,3843
1705,5850
1705,5852
1705,8033
1706,208
1706,5851
1706,5853
1706,8475
1707,3822
1707,3862
1707,5843
1707,5852
1708,986
1708,3686
1708,3702
1708,5865
1708,7507
1709,1519
1709,5862
1709,5869
1710,5553
1710,5863
1710,5870
1710,7501
1711,1039
1711,2882
1711,5862
1711,5864
1712,2484
1712,3772
1712,3936
1712,4814
1712,5863
1712,7639
1713,2888
1713,2888
1713,5861
1713,5866
1714,1582
1714,5865
1714,5867
1714,7507
1715,5646
1715,5866
1715,5868
1715,6620
1716,2262
1716,5867
1716,5869
1717,5868
1717,5870
1717,8190
1717,8192
1718,138
1718,3726
1718,6241
1718,6624
1719,1405
1719,3679
1719,5890
1720,4291
1720,5464
1720,5881
1721,4252
1721,4290
1721,5880
1721,5882
1722,370
1722,2216
1722,4251
1722,4281
1722,5881
1723,5189
1723,5204
1724,76
1724,3620
1724,7690
1725,211
1725,1111
1725,3824
1725,3869
1725,4890
1726,2124
1726,5475
1726,6425
1727,419
1727,4077
1727,4108
1727,5895
1728,4090
1728,5773
1728,5894
1729,3174
1729,7920
1729,7997
1730,5841
1730,5910
1730,7569
1731,1345
1731,3721
1731,5173
1731,5915
1732,4039
1732,5909
1732,5911
1732,7568
1733,4062
1733,4076
1733,5910
1733,5912
1734,4075
1734,5774
1734,5911
1734,5913
1735,337
1735,5778
1735,5912
1735,5914
1736,4002
1736,4006
1736,5913
1736,5915
1737,134
1737,341
1737,5914
1737,5916
1738,3123
1738,3337
1738,5917
1738,7916
1738,8259
1739,5926
1739,7704
1739,7912
1740,4169
1740,5919
1740,5930
1740,7809
1740,7818
1741,499
1741,515
1741,4191
1741,5918
1741,5920
1742,516
1742,547
1742,4190
1742,4243
1742,5919
1742,5921
1743,463
1743,548
1743,4133
1743,4242
1743,5920
1743,5922
1744,464
1744,3066
1744,4132
1744,5921
1744,5923
1744,7853
1745,3067
1745,4186
1745,5922
1745,5924
1745,7852
1746,4185
1746,4213
1746,5923
1746,5925
1747,3603
1747,5902
1747,5917
1747,5927
1748,3600
1748,5926
1748,5928
1749,3599
1749,5927
1749,5929
1749,7914
1750,2621
1750,5928
1750,5930
1751,5918
1751,5929
1751,7173
1751,7810
1751,7819
1752,1303
1752,2467
1752,4675
1752,5329
1753,2026
1753,6257
1754,2208
1754,5934
1755,5933
1755,6528
1756,5936
1756,5937
1756,7924
1757,1758
1757,2026
1757,5935
1757,6259
1758,1757
1758,3296
1758,5935
1758,7226
1759,5949
1759,5964
1759,6144
1760,1912
1760,5963
1760,5966
1760,8354
1761,3084
1761,5972
1761,7873
1762,3338
1762,3410
1762,5964
1762,5967
1762,6560
1763,2220
1763,5966
1763,5968
1763,8261
1763,8266
1764,1879
1764,3343
1764,5967
1764,5969
1765,1909
1765,3391
1765,5968
1765,5970
1765,6111
1766,2867
1766,5969
1766,5971
1766,6141
1766,8330
1767,5970
1767,5972
1767,7486
1767,7486
1768,2867
1768,3083
1768,5965
1768,5971
1768,7874
1769,1775
1769,4435
1769,5946
1769,5974
1770,718
1770,723
1770,729
1770,5973
1770,5975
1771,4358
1771,4440
1771,4446
1771,5974
1771,5976
1772,641
1772,641
1772,3369
1772,4335
1772,5975
1772,5977
1772,6014
1773,618
1773,1803
1773,4303
1773,4358
1773,5976
1773,5978
1773,8305
1774,586
1774,1689
1774,2987
1774,5837
1774,5977
1775,1769
1775,5946
1775,5980
1775,8323
1776,1954
1776,3384
1776,5979
1776,5981
1777,5980
1777,5982
1777,6186
1777,8428
1778,3472
1778,5981
1778,5983
1778,6189
1779,1957
1779,2223
1779,5982
1779,6564
1780,3027
1780,5986
1780,7678
1780,7706
1780,7740
1781,5636
1781,5985
1781,5989
1782,1579
1782,5984
1782,8273
1783,3011
1783,5987
1783,7677
1783,7707
1784,5986
1784,5988
1784,6001
1784,6036
1785,1798
1785,3458
1785,5987
1785,5989
1786,5984
1786,5988
1786,6042
1786,8405
1787,3352
1787,5991
1787,8274
1787,8391
1788,1825
1788,3447
1788,5990
1788,5992
1788,7589
1789,1799
1789,2932
1789,5991
1789,5993
1789,6003
1789,6066
1790,108
1790,1800
1790,3668
1790,5992
1790,5994
1790,6002
1791,109
1791,3667
1791,5993
1791,5995
1791,8324
1792,3385
1792,5994
1792,5996
1792,8372
1793,3428
1793,3428
1793,5995
1793,5997
1794,3356
1794,5996
1794,8280
1794,8372
1795,5491
1795,5999
1796,1481
1796,2438
1796,5998
1796,6000
1797,3524
1797,3533
1797,5269
1797,5999
1797,6906
1798,1785
1798,5987
1798,7677
1799,1789
1799,5993
1799,6003
1800,1790
1800,2932
1800,3360
1800,5992
1800,6002
1800,8261
1800,8274
1801,3370
1801,6007
1801,6009
1801,8245
1801,8307
1802,3371
1802,6008
1802,6046
1802,8243
1802,8306
1803,618
1803,1773
1803,3463
1803,4358
1803,5976
1803,6015
1803,8305
1803,8419
1804,658
1804,3464
1804,6014
1804,6016
1804,8418
1805,650
1805,4375
1805,6015
1805,6017
1806,4345
1806,4367
1806,6016
1806,6018
1807,628
1807,1642
1807,5786
1807,6017
1807,6019
1808,1643
1808,1649
1808,5783
1808,5785
1808,6018
1808,6020
1809,1640
1809,3466
1809,5792
1809,6019
1809,8423
1810,3519
1810,5241
1810,6814
1811,3336
1811,6040
1811,8055
1811,8258
1812,6030
1812,6051
1812,8037
1812,8244
1813,6044
1813,6050
1814,2085
1814,6379
1815,36
1815,3507
1815,6056
1815,6503
1815,7513
1816,1829
1816,2184
1816,6055
1816,6058
1817,2152
1817,5321
1817,6064
1817,6870
1818,3938
1818,6056
1818,6059
1818,6070
1819,284
1819,3927
1819,6058
1819,6060
1820,275
1820,3914
1820,6059
1820,6061
1821,262
1821,2944
1821,6060
1821,6062
1822,5292
1822,6061
1822,6063
1822,6322
1822,7600
1823,5277
1823,6062
1823,6064
1823,6321
1824,6057
1824,6063
1824,6455
1824,6666
1825,1581
1825,1788
1825,5639
1825,5992
1825,7589
1826,5293
1826,6068
1826,6320
1826,6459
1826,6510
1827,264
1827,2191
1827,2200
1827,6067
1827,6069
1828,277
1828,2190
1828,3916
1828,6068
1828,6070
1828,6519
1829,1816
1829,3929
1829,6058
1829,6069
1829,6509
1830,422
1830,1379
1830,4093
1830,5225
1831,423
1831,3626
1831,5224
1832,1392
1832,5262
1832,5459
1833,83
1833,427
1833,4093
1834,422
1834,4091
1835,420
1835,5265
1836,1386
1836,1394
1837,1385
1837,5257
1838,1391
1838,5256
1838,5263
1839,384
1839,4048
1839,4058
1840,3145
1840,3147
1840,6074
1840,7968
1841,6073
1841,6075
1841,7967
1841,7971
1842,3143
1842,6074
1842,7225
1843,1846
1843,6078
1844,3676
1844,6078
1844,6080
1845,1847
1845,6076
1845,6077
1845,6079
1846,1843
1846,6078
1846,7224
1847,1845
1847,6077
1848,3670
1848,6082
1848,7263
1849,3669
1849,6081
1849,6083
1849,8109
1850,3249
1850,3249
1850,6082
1850,6084
1851,6083
1851,8109
1852,4089
1852,5775
1853,4128
1853,4231
1853,7719
1853,7791
1854,1856
1854,1860
1854,6088
1854,6090
1854,6092
1855,1857
1855,2076
1855,6087
1855,6089
1855,6368
1856,1854
1856,1859
1856,6088
1856,6090
1856,6091
1857,1855
1857,5693
1857,6087
1857,6089
1858,1335
1858,6089
1858,6092
1858,6368
1859,1856
1859,6087
1859,6091
1859,6093
1860,1854
1860,5692
1860,6092
1861,191
1861,216
1861,3787
1861,3829
1861,8034
1862,2307
1862,3689
1862,6714
1863,979
1863,2311
1863,4743
1863,6718
1864,576
1864,4258
1864,4279
1864,4286
1864,6097
1865,555
1865,577
1865,4268
1865,6096
1865,6098
1866,564
1866,6097
1866,6551
1867,5192
1867,5201
1868,517
1868,4191
1869,6102
1869,7798
1869,8042
1870,1874
1870,6101
1870,6107
1870,8040
1871,3596
1871,5700
1871,6104
1872,3595
1872,3612
1872,6103
1872,6105
1873,3586
1873,3611
1873,6104
1873,6106
1874,1870
1874,3585
1874,6105
1874,6107
1875,3608
1875,6102
1875,6106
1876,518
1876,4192
1876,7809
1877,2128
1877,2132
1877,6430
1877,6436
1878,2230
1878,3390
1878,6571
1878,8328
1878,8371
1879,1764
1879,3435
1879,5969
1879,8378
1880,847
1880,1918
1880,3750
1880,4631
1880,4862
1880,6119
1880,7650
1880,7662
1881,919
1881,990
1881,4605
1881,5663
1881,6114
1881,6135
1882,1589
1882,4756
1882,5657
1882,6113
1882,6115
1883,2674
1883,5669
1883,6114
1883,6116
1884,2672
1884,6115
1884,6117
1884,7273
1885,2673
1885,6116
1885,6118
1885,7271
1886,2255
1886,6117
1886,6120
1886,7272
1886,7676
1887,842
1887,4575
1887,6112
1887,6128
1888,3010
1888,6118
1888,6121
1888,6605
1888,7288
1889,2689
1889,4815
1889,6120
1889,6122
1890,1040
1890,6121
1890,6123
1890,7289
1891,2676
1891,2690
1891,6122
1891,6124
1892,893
1892,6123
1892,6125
1892,7275
1893,2679
1893,2902
1893,4623
1893,6124
1893,6126
1894,836
1894,6125
1894,6127
1894,7278
1894,7530
1894,7531
1895,2903
1895,4564
1895,4627
1895,6126
1895,6129
1896,850
1896,4570
1896,6119
1896,6131
1897,897
1897,4805
1897,6127
1897,6130
1898,1032
1898,1520
1898,3739
1898,5555
1898,6129
1899,837
1899,4578
1899,6128
1899,6132
1900,849
1900,4565
1900,6131
1900,6133
1901,4577
1901,4591
1901,6132
1901,6134
1902,862
1902,4589
1902,6133
1902,6135
1903,860
1903,875
1903,4649
1903,6113
1903,6134
1904,680
1904,4395
1904,5787
1905,2229
1905,6561
1906,1534
1906,1559
1906,1680
1906,3462
1906,5829
1906,7671
1906,8412
1906,8422
1907,3700
1907,6140
1907,6142
1907,7471
1908,1910
1908,2852
1908,6139
1909,1765
1909,3358
1909,3391
1909,5970
1909,8280
1910,1908
1910,2493
1910,2852
1910,6139
1910,6993
1911,2222
1911,3394
1911,3454
1911,6559
1911,6573
1911,8399
1912,1760
1912,3387
1912,5963
1912,8327
1913,2499
1913,6146
1913,6997
1913,7478
1914,2859
1914,6145
1914,6147
1914,7477
1915,2858
1915,6146
1915,6148
1915,7476
1916,2857
1916,3699
1916,6147
1917,5945
1917,8358
1918,1880
1918,3750
1918,4631
1918,4862
1918,6151
1918,7508
1918,7650
1918,7662
1919,2889
1919,2891
1919,6150
1919,6152
1920,6151
1920,7510
1921,1641
1921,1646
1921,5785
1921,5788
1922,3443
1922,6155
1922,7485
1922,8386
1923,2866
1923,6154
1923,6156
1923,7484
1924,2219
1924,2865
1924,3395
1924,6155
1924,8340
1925,1148
1925,1927
1925,4933
1925,6160
1926,1144
1926,3089
1926,4929
1926,7880
1927,293
1927,1925
1927,3946
1927,6160
1928,302
1928,3946
1928,6157
1928,6159
1929,3088
1929,7879
1930,1145
1930,1198
1930,4926
1930,4990
1931,756
1931,4481
1931,4484
1931,6164
1932,757
1932,815
1932,4483
1932,4543
1932,6163
1932,6165
1933,775
1933,816
1933,4542
1933,6164
1933,6166
1934,768
1934,4502
1934,6165
1934,6167
1935,803
1935,4495
1935,4531
1935,6166
1935,6168
1936,804
1936,4530
1936,4538
1936,6167
1936,6169
1937,811
1937,4508
1937,6168
1937,6170
1938,781
1938,6169
1938,6171
1938,7952
1939,6170
1939,7759
1939,7951
1940,1153
1940,1489
1940,4940
1940,5511
1941,3072
1941,7481
1941,7863
1942,1142
1942,4927
1942,6175
1942,6183
1943,1149
1943,1951
1943,4927
1943,6174
1944,3301
1944,3301
1944,8224
1944,8226
1945,4535
1945,6178
1945,6180
1945,6619
1946,1948
1946,6177
1947,1166
1947,2707
1947,7312
1948,1946
1948,6177
1949,4343
1949,4357
1949,6616
1950,1135
1950,1258
1950,4922
1950,5050
1951,1943
1951,6174
1952,1266
1952,5027
1952,5061
1953,3398
1953,3448
1953,8343
1953,8391
1954,1776
1954,3480
1954,5981
1954,8435
1955,1963
1955,5956
1955,6194
1956,3412
1956,8364
1957,1779
1957,5982
1958,3470
1958,5957
1958,8425
1958,8433
1959,2225
1959,3474
1959,6566
1959,8429
1960,2224
1960,3473
1960,6565
1960,8428
1961,1964
1961,3405
1961,6197
1961,7772
1962,5952
1962,6187
1962,6195
1963,1955
1963,6194
1964,1961
1964,3349
1964,6197
1964,8271
1965,6193
1965,6196
1966,1969
1966,3477
1966,6199
1966,8432
1967,3470
1967,6198
1967,6200
1967,6201
1967,8427
1968,3471
1968,3471
1968,6199
1968,6201
1968,8426
1969,1966
1969,6199
1969,6200
1969,8427
1970,2227
1970,3474
1970,6566
1970,8431
1971,3302
1971,8227
1972,4350
1972,4390
1972,6205
1973,633
1973,667
1973,4385
1973,6204
1974,1982
1974,2703
1974,3949
1974,6207
1975,1981
1975,6206
1975,6214
1975,6214
1976,1612
1976,3069
1976,5711
1976,7867
1977,1177
1977,4903
1977,4956
1977,5060
1977,6210
1978,1165
1978,4962
1978,6209
1978,6211
1979,1171
1979,4965
1979,6210
1979,6212
1980,1174
1980,1620
1980,4913
1980,5721
1980,6211
1981,1975
1981,2704
1981,6214
1981,7307
1982,1974
1982,6207
1982,6207
1982,6213
1983,1239
1983,1247
1983,5031
1983,5041
1983,6216
1984,1248
1984,1278
1984,5040
1984,5075
1984,6215
1984,6217
1985,1224
1985,1279
1985,5018
1985,5074
1985,6216
1985,6218
1986,1225
1986,4977
1986,5002
1986,5017
1986,6217
1986,6219
1987,1124
1987,1186
1987,1210
1987,4905
1987,6218
1987,6220
1988,1125
1988,4904
1988,4974
1988,6219
1988,6221
1989,1183
1989,1275
1989,5072
1989,6220
1989,6222
1990,1216
1990,1276
1990,5010
1990,5071
1990,6221
1991,1164
1991,1250
1991,4954
1991,5044
1992,2709
1992,7312
1993,5121
1993,6226
1993,6279
1994,6225
1994,6227
1994,6278
1994,8087
1995,3229
1995,3240
1995,6226
1995,6228
1996,3242
1996,6227
1996,6229
1996,8078
1997,6228
1997,8091
1998,3373
1998,8321
1999,1602
1999,2009
1999,5681
1999,6232
1999,6242
2000,2006
2000,2010
2000,6231
2000,6233
2000,6239
2000,6241
2001,1596
2001,2007
2001,5677
2001,6232
2001,6238
2002,139
2002,3727
2002,6622
2003,1596
2003,2007
2003,5675
2003,6236
2003,6240
2004,2008
2004,2010
2004,6235
2004,6237
2004,6239
2004,6243
2005,1600
2005,2011
2005,5681
2005,6236
2005,6242
2006,141
2006,2000
2006,3727
2006,6233
2006,6239
2007,2001
2007,2003
2007,6232
2007,6236
2007,6238
2007,6240
2008,2004
2008,6235
2008,6239
2009,139
2009,1999
2009,3725
2009,5872
2009,6232
2009,6242
2010,2000
2010,2004
2010,6231
2010,6237
2010,6241
2010,6243
2011,2005
2011,6236
2011,6242
2012,136
2012,3484
2012,3729
2012,5677
2012,8459
2013,3457
2013,6035
2013,8405
2014,3011
2014,6029
2014,7679
2016,6029
2016,6491
2017,6034
2018,3079
2018,3326
2018,6568
2018,7870
2018,8262
2019,3078
2019,7869
2020,35
2020,2094
2020,3506
2020,4468
2020,6253
2021,746
2021,6252
2021,6254
2021,6386
2022,2092
2022,4462
2022,6253
2022,6255
2023,3192
2023,3562
2023,3794
2023,6256
2024,199
2024,3563
2024,6257
2024,8023
2025,3194
2025,5932
2025,6256
2025,6258
2026,1753
2026,1757
2026,6257
2026,6259
2028,6287
2029,6286
2030,2038
2030,6294
2031,2035
2031,6296
2032,2039
2032,6295
2033,2037
2033,6293
2034,6293
2034,6298
2035,2031
2035,6296
2036,2040
2036,6291
2036,6292
2036,6294
2037,2033
2037,6288
2037,6293
2037,6295
2038,2030
2038,6290
2038,6294
2038,6296
2039,2032
2039,6289
2039,6295
2039,6297
2040,2036
2040,6292
2041,1610
2041,6300
2042,198
2042,5710
2042,6299
2042,6306
2043,5424
2043,5450
2043,6302
2043,6311
2043,8009
2044,1406
2044,5431
2044,6301
2044,6303
2044,8006
2045,1452
2045,3189
2045,6302
2045,6304
2046,2213
2046,5155
2046,6303
2046,6305
2046,8016
2047,1448
2047,6304
2047,6307
2047,6533
2048,5423
2048,6305
2048,6576
2049,203
2049,3793
2049,3799
2049,6300
2049,6308
2050,204
2050,1314
2050,3796
2050,6306
2050,6309
2051,3184
2051,5113
2051,6308
2051,6310
2052,6309
2052,6311
2052,8008
2052,8011
2053,3181
2053,3182
2053,6301
2053,6310
2054,5320
2054,6325
2054,6412
2054,7987
2054,7991
2055,2110
2055,5291
2055,6324
2055,6329
2056,33
2056,2167
2056,6328
2056,6375
2056,6471
2056,6478
2057,2168
2057,6316
2057,6317
2057,6326
2057,6327
2057,6470
2058,5360
2058,6314
2058,6337
2058,7909
2059,3120
2059,3120
2059,6336
2059,6338
2060,3177
2060,6337
2060,6339
2060,7909
2061,3178
2061,6338
2061,6340
2061,8001
2062,6339
2062,6341
2062,8000
2062,8002
2063,2096
2063,3171
2063,3176
2063,6340
2063,7984
2064,2157
2064,3512
2064,3645
2064,5295
2064,6343
2064,6475
2065,2320
2065,6342
2065,6460
2065,6664
2065,6739
2066,3517
2066,6707
2067,2111
2067,5290
2067,6330
2067,6357
2067,6412
2068,1294
2068,5289
2068,6329
2068,6356
2068,6358
2069,5084
2069,5090
2069,6357
2069,6359
2070,1288
2070,5082
2070,6358
2070,6360
2071,1286
2071,6359
2071,6361
2071,7195
2072,2631
2072,3153
2072,6360
2072,7978
2073,1336
2073,5139
2073,6365
2073,6369
2074,5442
2074,5443
2074,6364
2074,6366
2075,5420
2075,6365
2076,1855
2076,3647
2076,4724
2076,5693
2076,6368
2077,6088
2077,6091
2077,6367
2077,6369
2078,6371
2079,5226
2079,6370
2079,6372
2079,8454
2080,745
2080,749
2080,4470
2080,6374
2081,741
2081,4467
2081,6373
2081,6376
2082,2175
2082,3505
2082,4469
2082,6327
2082,6377
2083,2093
2083,4463
2083,6374
2083,6377
2084,747
2084,6375
2084,6376
2084,6387
2085,1814
2085,4476
2085,5407
2085,6379
2086,6381
2086,6735
2086,7977
2087,2633
2087,3153
2087,6380
2087,7198
2088,747
2088,2092
2088,4468
2088,6383
2088,6387
2089,740
2089,2093
2089,4463
2089,6382
2089,6384
2089,6386
2090,741
2090,4462
2090,4467
2090,6383
2090,6385
2091,745
2091,752
2091,4470
2091,6384
2092,2022
2092,2088
2092,6253
2092,6383
2092,6387
2093,2083
2093,2089
2093,6377
2093,6382
2093,6386
2094,35
2094,2020
2094,2169
2094,3506
2094,6389
2095,4474
2095,6388
2095,6472
2096,1444
2096,2063
2096,3155
2096,3171
2096,6335
2096,7984
2097,3291
2097,3557
2097,5404
2097,6393
2098,5124
2098,6277
2098,6397
2098,8022
2099,6391
2099,6394
2099,8214
2099,8215
2100,3292
2100,6393
2100,6395
2100,8460
2101,2455
2101,3487
2101,6394
2101,6396
2102,3966
2102,6395
2102,6397
2102,6935
2103,307
2103,3193
2103,6392
2103,6396
2104,3691
2104,4008
2104,6399
2104,7182
2105,1323
2105,5126
2105,5142
2105,5151
2105,6266
2106,5414
2106,5417
2106,6409
2106,6410
2107,2108
2107,2130
2107,6408
2107,6434
2108,2107
2108,3969
2108,6408
2108,6411
2109,3973
2109,5416
2109,6410
2110,2055
2110,6324
2110,6356
2110,6413
2111,2067
2111,2113
2111,6412
2111,6414
2112,5289
2112,6413
2112,6415
2113,2111
2113,3163
2113,6414
2113,7986
2114,3161
2114,5288
2114,7984
2115,5283
2115,6335
2115,6418
2116,3157
2116,5080
2116,6334
2116,6417
2116,6419
2117,1284
2117,5087
2117,6418
2117,6420
2117,7981
2118,1290
2118,1291
2118,6419
2118,6421
2119,1287
2119,5086
2119,6420
2119,6422
2120,2631
2120,5083
2120,6421
2120,7196
2121,1402
2121,5280
2121,5474
2121,6424
2122,1334
2122,3540
2122,5118
2122,6423
2123,1403
2123,5281
2123,5893
2123,6426
2124,1726
2124,6425
2124,6427
2125,5476
2125,5877
2125,6426
2125,6428
2126,1332
2126,3538
2126,5120
2126,5876
2126,6427
2127,5140
2127,6109
2127,6431
2128,1877
2128,6405
2128,6430
2128,6432
2129,3363
2129,6404
2129,6431
2129,6433
2130,2107
2130,6432
2130,6434
2130,8286
2131,6409
2131,6433
2132,1877
2132,6400
2132,6436
2133,6109
2133,6404
2133,6435
2133,6437
2134,6403
2134,6436
2134,6438
2134,8287
2135,3362
2135,3364
2135,6437
2135,8286
2136,2408
2136,6440
2136,6863
2137,3639
2137,6439
2137,6867
2138,3635
2138,3643
2138,5247
2138,6442
2138,6851
2139,1377
2139,5248
2139,6441
2139,6443
2140,88
2140,1378
2140,3632
2140,6442
2141,2407
2141,3650
2141,5330
2141,6445
2141,6777
2141,6867
2142,89
2142,2408
2142,3660
2142,3661
2142,6444
2142,6866
2143,5246
2143,6447
2144,87
2144,1376
2144,6446
2144,6448
2145,102
2145,3633
2145,6447
2145,6449
2146,3661
2146,6448
2146,6450
2146,6866
2147,2407
2147,5330
2147,6449
2147,6451
2147,6856
2148,6450
2148,6452
2148,6785
2148,6855
2148,6870
2149,2356
2149,6451
2149,6453
2149,6792
2150,2363
2150,6452
2150,6454
2150,6798
2151,2369
2151,5396
2151,6453
2151,6805
2152,1817
2152,6064
2152,6456
2152,6457
2153,2154
2153,2321
2153,6455
2153,6740
2154,2153
2154,6455
2154,6666
2155,6459
2155,6460
2155,6664
2156,2157
2156,5294
2156,6067
2156,6321
2156,6458
2157,2064
2157,2156
2157,6343
2157,6458
2158,6462
2158,8237
2159,3313
2159,6461
2159,6463
2159,6464
2160,2161
2160,6462
2161,30
2161,2160
2161,3496
2161,6462
2162,2168
2162,4474
2162,6466
2162,6472
2163,33
2163,2169
2163,3506
2163,6465
2163,6471
2164,36
2164,2171
2164,3510
2164,6473
2164,6507
2166,3502
2166,6318
2166,6470
2166,6476
2167,2056
2167,2173
2167,6328
2167,6469
2167,6471
2168,2057
2168,2162
2168,6327
2168,6466
2168,6470
2168,6472
2169,2094
2169,2163
2169,6389
2169,6465
2169,6471
2170,2894
2170,6467
2170,6474
2170,7512
2171,2164
2171,2196
2171,6473
2171,6475
2171,6516
2172,39
2172,2197
2172,6320
2172,6342
2172,6474
2172,6515
2172,6733
2173,2167
2173,2174
2173,6469
2173,6478
2174,2173
2174,6478
2175,2082
2175,3505
2175,6327
2175,6476
2175,6477
2176,7204
2177,2885
2177,3666
2177,3936
2177,6481
2177,6987
2178,175
2178,3884
2178,6480
2178,6482
2178,7504
2179,233
2179,247
2179,3770
2179,3899
2179,6481
2179,6483
2180,248
2180,3898
2180,4792
2180,6482
2180,6484
2181,1019
2181,3900
2181,5540
2181,6483
2181,6485
2182,1507
2182,1510
2182,6484
2182,6486
2182,7505
2183,2849
2183,2886
2183,5537
2183,6485
2183,7488
2184,1816
2184,2189
2184,6055
2184,6504
2184,6509
2185,2190
2185,2199
2185,6503
2185,6505
2185,6508
2185,6519
2186,2191
2186,2200
2186,6504
2186,6506
2186,6511
2186,6518
2187,2192
2187,5295
2187,6505
2187,6510
2188,37
2188,3509
2188,6467
2188,6508
2188,6513
2189,2184
2189,2194
2189,6504
2189,6507
2189,6509
2190,277
2190,1828
2190,2185
2190,6070
2190,6503
2190,6508
2191,1827
2191,2186
2191,6067
2191,6506
2191,6511
2192,2187
2192,2195
2192,6505
2192,6510
2192,6512
2193,38
2193,3512
2193,6511
2193,6514
2194,2189
2194,2198
2194,6507
2194,6514
2194,6518
2195,2192
2195,2199
2195,6512
2195,6513
2195,6517
2196,2171
2196,6475
2196,6516
2196,7294
2197,37
2197,2172
2197,3511
2197,6474
2197,6515
2197,6517
2198,38
2198,2194
2198,3510
2198,6514
2198,6516
2198,6518
2199,2185
2199,2195
2199,6505
2199,6513
2199,6517
2199,6519
2200,264
2200,1827
2200,2186
2200,6069
2200,6504
2200,6518
2201,6522
2201,6576
2202,3185
2202,6521
2202,6529
2202,6575
2202,8013
2203,5450
2203,6524
2203,6531
2203,8005
2203,8011
2204,3184
2204,6523
2204,6525
2205,204
2205,3800
2205,5430
2205,6524
2205,6526
2206,205
2206,3799
2206,5709
2206,6525
2206,6527
2207,197
2207,3191
2207,3793
2207,6526
2207,6528
2208,198
2208,1754
2208,3792
2208,5934
2208,6527
2209,3186
2209,5156
2209,6522
2209,6530
2209,8012
2210,5155
2210,6529
2210,6531
2210,8016
2211,3189
2211,5451
2211,6523
2211,6530
2211,8006
2212,1446
2212,5422
2212,6533
2213,1447
2213,2046
2213,5155
2213,5421
2213,6305
2213,6532
2214,2317
2214,6545
2214,7570
2215,424
2215,6544
2215,6546
2215,6725
2216,370
2216,1722
2216,4094
2216,4281
2216,6545
2217,4056
2217,6542
2218,1188
2218,1255
2218,4980
2218,5047
2218,7262
2219,1924
2219,3395
2219,3455
2219,6143
2219,8340
2219,8398
2220,1763
2220,5966
2220,6561
2220,8261
2220,8345
2221,3401
2221,6137
2221,6560
2221,6569
2222,1911
2222,3394
2222,6563
2222,6573
2222,8400
2223,1779
2223,3319
2223,3456
2223,6562
2223,6564
2224,1960
2224,5983
2224,6563
2224,6565
2225,1959
2225,6192
2225,6564
2225,6566
2226,6191
2226,6202
2226,6565
2226,6567
2227,1970
2227,6566
2227,6568
2227,8434
2228,3478
2228,6250
2228,6567
2228,8249
2229,1905
2229,6561
2229,6570
2229,8378
2230,1878
2230,3434
2230,6569
2230,6571
2230,8371
2231,3427
2231,3432
2231,6110
2231,6570
2231,6572
2232,6571
2232,6573
2232,8331
2232,8376
2233,3392
2233,6143
2233,6562
2233,6572
2233,8338
2234,6362
2234,7189
2235,5460
2236,2899
2236,7528
2237,3629
2237,6585
2237,6588
2237,6599
2238,2241
2238,2247
2238,2250
2238,6584
2238,6586
2238,6597
2239,2246
2239,2248
2239,6585
2239,6587
2239,6596
2239,6602
2240,2243
2240,2253
2240,6586
2240,6591
2240,6595
2241,2238
2241,2250
2241,6584
2241,6589
2241,6596
